target	dose	assay	avg_precision	no_of_compounds_per_target	median_correlation
ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9	All	Cell Painting	0.0030062250826110638	18	0.05593642454915748
ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9	All	L1000	0.0027109310451389657	18	0.038549690282549676
ACAT1|CES1	0.04 uM	Cell Painting	0.005376344086021506	2	0.03137365351113782
ACAT1|CES1	0.04 uM	L1000	0.0011695906432748538	2	-0.07011483691330281
ACAT1|CES1	0.12 uM	Cell Painting	0.0016260162601626016	2	-0.005469072599208891
ACAT1|CES1	0.12 uM	L1000	0.001652892561983471	2	0.11978388571605156
ACAT1|CES1	0.37 uM	Cell Painting	0.0011235955056179776	2	-0.06546727010785398
ACAT1|CES1	0.37 uM	L1000	0.0011111111111111111	2	-0.07870492361368583
ACAT1|CES1	1.11 uM	Cell Painting	0.0011198208286674132	2	-0.0804719433714995
ACAT1|CES1	1.11 uM	L1000	0.0011655011655011655	2	-0.06575838612611068
ACAT1|CES1	3.33 uM	Cell Painting	0.0010834236186348862	2	-0.10149004542821634
ACAT1|CES1	3.33 uM	L1000	0.0013458950201884253	2	-0.07205789291440688
ACAT1|CES1	10 uM	Cell Painting	0.0018018018018018018	2	-7.598159618959988e-4
ACAT1|CES1	10 uM	L1000	0.0012674271229404308	2	-0.05354170566112717
ACAT1|CES1	All	Cell Painting	7.677870619105643e-4	12	0.030935719149535898
ACAT1|CES1	All	L1000	6.024244438544147e-4	12	0.018090524832687575
ACE	0.04 uM	Cell Painting	0.00868369790806859	7	0.0157800828775933
ACE	0.04 uM	L1000	0.00557786126658499	7	-0.003183493560273361
ACE	0.12 uM	Cell Painting	0.009605150261231724	7	0.0018208059656750466
ACE	0.12 uM	L1000	0.009467847364738834	7	0.026639058896891533
ACE	0.37 uM	Cell Painting	0.009483492977708364	7	0.015816861664441746
ACE	0.37 uM	L1000	0.010269045378501318	7	0.08841841390258509
ACE	1.11 uM	Cell Painting	0.008013672195565482	7	0.006587065607125954
ACE	1.11 uM	L1000	0.008639932468711337	7	0.07270066048416701
ACE	3.33 uM	Cell Painting	0.006349227745886829	7	0.004596539713279344
ACE	3.33 uM	L1000	0.008438058767455433	7	0.06521924228768193
ACE	10 uM	Cell Painting	0.00817881485957043	7	-1.5036086551183445e-4
ACE	10 uM	L1000	0.011651895201852825	7	0.035904275654323664
ACE	All	Cell Painting	0.006666561936567151	42	0.011098796202791656
ACE	All	L1000	0.007421733444159435	42	0.05821206068253543
ACE|ACE2	0.04 uM	Cell Painting	0.014831607086306334	8	0.019951211623272454
ACE|ACE2	0.04 uM	L1000	0.005803870199264155	8	-0.0014904296295823525
ACE|ACE2	0.12 uM	Cell Painting	0.019277740332104137	8	0.021701572298365397
ACE|ACE2	0.12 uM	L1000	0.00702310473863751	8	0.028162796521666502
ACE|ACE2	0.37 uM	Cell Painting	0.008656836500246767	8	0.02087433034281681
ACE|ACE2	0.37 uM	L1000	0.0075674865517351775	8	0.07376114822202305
ACE|ACE2	1.11 uM	Cell Painting	0.010715195543079238	8	0.010031615133175999
ACE|ACE2	1.11 uM	L1000	0.005753592213314917	8	0.061442952870074286
ACE|ACE2	3.33 uM	Cell Painting	0.008649587321262607	8	0.003309041572445763
ACE|ACE2	3.33 uM	L1000	0.008573932813736002	8	0.06276861129504682
ACE|ACE2	10 uM	Cell Painting	0.010052620447887593	8	0.0019817849294583418
ACE|ACE2	10 uM	L1000	0.008621216163220246	8	0.03329345170658157
ACE|ACE2	All	Cell Painting	0.007897299559036314	48	0.013444643965797969
ACE|ACE2	All	L1000	0.006260027135761827	48	0.04687797881548941
ACE2	0.04 uM	Cell Painting	0.016129032258064516	2	0.23453572082611066
ACE2	0.04 uM	L1000	0.0012437810945273632	2	-0.0350276688737654
ACE2	0.12 uM	Cell Painting	0.0125	2	0.16867802358405143
ACE2	0.12 uM	L1000	0.008849557522123894	2	0.17820927712212398
ACE2	0.37 uM	Cell Painting	0.0030120481927710845	2	0.042098475454807126
ACE2	0.37 uM	L1000	0.009433962264150943	2	0.16767026570994484
ACE2	1.11 uM	Cell Painting	0.003676470588235294	2	0.02585105499400315
ACE2	1.11 uM	L1000	0.0012804097311139564	2	0.018505979625552466
ACE2	3.33 uM	Cell Painting	0.002551020408163265	2	0.025020140745776097
ACE2	3.33 uM	L1000	0.001594896331738437	2	0.09285906978548758
ACE2	10 uM	Cell Painting	0.002824858757062147	2	0.008429243463890523
ACE2	10 uM	L1000	0.001314060446780552	2	0.030682627758839478
ACE2	All	Cell Painting	0.0018063373225768232	12	0.10347350900387028
ACE2	All	L1000	0.0011190504962129547	12	0.12460477128393092
ACHE	0.04 uM	Cell Painting	0.0028882318709259136	3	-0.006871300450737706
ACHE	0.04 uM	L1000	0.0058529572836801755	3	0.07652831745977762
ACHE	0.12 uM	Cell Painting	0.0028634110205709726	3	-0.008061256838118206
ACHE	0.12 uM	L1000	0.0033335141586199415	3	0.07237163020044318
ACHE	0.37 uM	Cell Painting	0.0026607585074709924	3	-0.04249840120727438
ACHE	0.37 uM	L1000	0.06495098039215687	3	0.26689443273550933
ACHE	1.11 uM	Cell Painting	0.0031646813696583715	3	0.03409482662844905
ACHE	1.11 uM	L1000	0.003373500101688021	3	0.08382677255086514
ACHE	3.33 uM	Cell Painting	0.002488744886040137	3	-0.02378736716503891
ACHE	3.33 uM	L1000	0.0035826350400942546	3	0.0723508836593096
ACHE	10 uM	Cell Painting	0.002208022116597148	3	-0.03391377062158158
ACHE	10 uM	L1000	0.0031454317055559402	3	-0.03292912426382652
ACHE	All	Cell Painting	0.0016718088861433721	18	0.0012365052480148595
ACHE	All	L1000	0.002428896962830009	18	0.10918048763196249
ACHE|BCHE	0.04 uM	Cell Painting	0.00821917808219178	4	0.004734574964819775
ACHE|BCHE	0.04 uM	L1000	0.01029116402738003	4	0.054903432804422836
ACHE|BCHE	0.12 uM	Cell Painting	0.029724197371256193	4	-0.015609692853784175
ACHE|BCHE	0.12 uM	L1000	0.013087208959569014	4	0.013908643511953185
ACHE|BCHE	0.37 uM	Cell Painting	0.0052833643882102665	4	-0.0064266124778785735
ACHE|BCHE	0.37 uM	L1000	0.006916858191664214	4	0.0583861366352909
ACHE|BCHE	1.11 uM	Cell Painting	0.007602780456143378	4	0.012075118465579637
ACHE|BCHE	1.11 uM	L1000	0.007451402988928345	4	0.07887960236770306
ACHE|BCHE	3.33 uM	Cell Painting	0.0031371757296752047	4	-0.0290237349240496
ACHE|BCHE	3.33 uM	L1000	0.008423241065586413	4	0.06930302521030393
ACHE|BCHE	10 uM	Cell Painting	0.0023592062021696525	4	-0.02922942806848885
ACHE|BCHE	10 uM	L1000	0.04337852892956006	4	0.05260524121263045
ACHE|BCHE	All	Cell Painting	0.002824574159172582	24	0.003111034946264677
ACHE|BCHE	All	L1000	0.005466011354882097	24	0.06731425658248708
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	0.04 uM	Cell Painting	0.086142633561118	91	0.006792241434726263
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	0.04 uM	L1000	0.11453664033711226	91	0.033116262175346335
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	0.12 uM	Cell Painting	0.09454843817131489	91	0.0061658358108424806
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	0.12 uM	L1000	0.09385756187631444	91	0.02902389806410713
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	0.37 uM	Cell Painting	0.12122421463206226	91	0.007360863759113232
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	0.37 uM	L1000	0.11406791414275086	91	0.03419445603388238
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	1.11 uM	Cell Painting	0.1293381155139341	91	0.00674893793149912
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	1.11 uM	L1000	0.10938227274661186	91	0.031993984788733346
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	3.33 uM	Cell Painting	0.09880652064602087	91	0.01204935915154655
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	3.33 uM	L1000	0.11192268965539805	91	0.026025493570439134
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	10 uM	Cell Painting	0.11738906057182164	91	0.029172467537892377
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	10 uM	L1000	0.11957675950830143	91	0.03590538614915265
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	All	Cell Painting	0.09843796767057378	546	0.007532059434053436
ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4	All	L1000	0.10380868152545428	546	0.027990304826364956
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	0.04 uM	Cell Painting	0.008182200792444291	9	0.012519625548225775
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	0.04 uM	L1000	0.007371660766855137	9	0.04182148137121325
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	0.12 uM	Cell Painting	0.008261899667402657	9	0.02537421870331083
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	0.12 uM	L1000	0.007138617755115472	9	0.008006905140657106
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	0.37 uM	Cell Painting	0.00944188919302224	9	0.025151481759006146
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	0.37 uM	L1000	0.007536461705070598	9	0.016291989221538804
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	1.11 uM	Cell Painting	0.013110774219845805	9	0.02260381953745862
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	1.11 uM	L1000	0.0063663610409680545	9	0.0164619455208621
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	3.33 uM	Cell Painting	0.017017671802773176	9	-0.002234499060682771
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	3.33 uM	L1000	0.009675531260291073	9	0.04509183753477845
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	10 uM	Cell Painting	0.01547729612893789	9	0.017946140912114994
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	10 uM	L1000	0.006903319979602844	9	0.028317465952863368
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	All	Cell Painting	0.009562705909108595	54	0.017408004609996062
ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11	All	L1000	0.0068397525575239464	54	0.03030685356199198
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	0.04 uM	Cell Painting	0.03438661846936683	29	0.005995363882736618
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	0.04 uM	L1000	0.04397444889426817	29	0.035248029119182706
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	0.12 uM	Cell Painting	0.03727546591300937	29	0.009907200195761998
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	0.12 uM	L1000	0.05137734685390833	29	0.023817253324923543
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	0.37 uM	Cell Painting	0.0274901248936852	29	0.008322796746022158
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	0.37 uM	L1000	0.041777760732841535	29	0.02986239436155951
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	1.11 uM	Cell Painting	0.0243927957218988	29	0.00858676506797976
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	1.11 uM	L1000	0.03827622752714385	29	0.024238141758395115
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	3.33 uM	Cell Painting	0.044602268206174	29	0.01469601905558518
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	3.33 uM	L1000	0.028518234817769994	29	0.021164488124904575
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	10 uM	Cell Painting	0.03712222166704431	29	0.02314531138873587
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	10 uM	L1000	0.025208135925640546	29	0.03035716355498312
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	All	Cell Painting	0.0283937890421041	174	0.008967792528940375
ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	All	L1000	0.033675058089531994	174	0.02741440802606859
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	0.04 uM	Cell Painting	0.0031968563823044746	3	-0.016643512842329778
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	0.04 uM	L1000	0.002395790295184318	3	-0.051065089790967744
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	0.12 uM	Cell Painting	0.003192092110321941	3	-0.010173642091950808
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	0.12 uM	L1000	0.002201485944895435	3	-0.06039730535868392
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	0.37 uM	Cell Painting	0.01026186927826272	3	-0.023084763416514928
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	0.37 uM	L1000	0.011042097998619736	3	0.024090760110732634
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	1.11 uM	Cell Painting	0.007980103806228375	3	0.0089867332007183
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	1.11 uM	L1000	0.004913144412423951	3	-0.06428921932872836
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	3.33 uM	Cell Painting	0.03069322967282151	3	0.08360263141126342
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	3.33 uM	L1000	0.013227906976744187	3	0.02572651619220945
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	10 uM	Cell Painting	0.13443396226415094	3	0.11287040724138471
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	10 uM	L1000	0.03398224043715847	3	0.103949268051317
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	All	Cell Painting	0.004198258537915705	18	0.05593642454915748
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	All	L1000	0.0030096791111499043	18	0.038549690282549676
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	0.04 uM	Cell Painting	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	0.04 uM	L1000	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	0.12 uM	Cell Painting	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	0.12 uM	L1000	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	0.37 uM	Cell Painting	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	0.37 uM	L1000	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	1.11 uM	Cell Painting	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	1.11 uM	L1000	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	3.33 uM	Cell Painting	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	3.33 uM	L1000	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	10 uM	Cell Painting	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	10 uM	L1000	NA	1	NA
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	All	Cell Painting	NA	6	0.2402139722073822
ADH1A|ADH1B|ADH1C|AKR1A1|CAT	All	L1000	NA	6	0.12121851429908112
ADH5	0.04 uM	Cell Painting	NA	1	NA
ADH5	0.04 uM	L1000	NA	1	NA
ADH5	0.12 uM	Cell Painting	NA	1	NA
ADH5	0.12 uM	L1000	NA	1	NA
ADH5	0.37 uM	Cell Painting	NA	1	NA
ADH5	0.37 uM	L1000	NA	1	NA
ADH5	1.11 uM	Cell Painting	NA	1	NA
ADH5	1.11 uM	L1000	NA	1	NA
ADH5	3.33 uM	Cell Painting	NA	1	NA
ADH5	3.33 uM	L1000	NA	1	NA
ADH5	10 uM	Cell Painting	NA	1	NA
ADH5	10 uM	L1000	NA	1	NA
ADH5	All	Cell Painting	NA	6	0.26818276675865815
ADH5	All	L1000	NA	6	0.11896891963604918
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	0.04 uM	Cell Painting	0.007198638662757872	4	0.03453609398611381
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	0.04 uM	L1000	0.004403880721374943	4	0.06916209196426626
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	0.12 uM	Cell Painting	0.003534745830629826	4	-0.0028654391247973135
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	0.12 uM	L1000	0.007521321183560273	4	0.04172595678056497
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	0.37 uM	Cell Painting	0.007297788315606532	4	0.008656367865201943
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	0.37 uM	L1000	0.008980559602827695	4	-0.009085433185555814
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	1.11 uM	Cell Painting	0.0029932121139283957	4	-0.0035265853593576834
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	1.11 uM	L1000	0.011243035935488203	4	0.06902221353605062
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	3.33 uM	Cell Painting	0.01074730630618127	4	0.13797716633940724
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	3.33 uM	L1000	0.0031955089573139526	4	0.057889966573036564
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	10 uM	Cell Painting	0.011639103698397248	4	0.17279736279004881
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	10 uM	L1000	0.00939180896953809	4	0.13685950939138122
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	All	Cell Painting	0.003754943367390221	24	0.03737555619214813
ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	All	L1000	0.003562528378928781	24	0.05408933993559997
ADORA1|ADORA2A|ADORA2B|ADORA3	0.04 uM	Cell Painting	0.018603178652065025	13	0.004068145128444753
ADORA1|ADORA2A|ADORA2B|ADORA3	0.04 uM	L1000	0.01686947629987367	13	0.037762678785241824
ADORA1|ADORA2A|ADORA2B|ADORA3	0.12 uM	Cell Painting	0.01656516751514029	13	0.006932552409878374
ADORA1|ADORA2A|ADORA2B|ADORA3	0.12 uM	L1000	0.012896413597854858	13	0.042693602321924304
ADORA1|ADORA2A|ADORA2B|ADORA3	0.37 uM	Cell Painting	0.022979878953648086	13	0.0024979500229069355
ADORA1|ADORA2A|ADORA2B|ADORA3	0.37 uM	L1000	0.014689004202563246	13	0.03894590789596557
ADORA1|ADORA2A|ADORA2B|ADORA3	1.11 uM	Cell Painting	0.01588848959805747	13	0.009701495756798652
ADORA1|ADORA2A|ADORA2B|ADORA3	1.11 uM	L1000	0.024769033197351048	13	0.042755437049731296
ADORA1|ADORA2A|ADORA2B|ADORA3	3.33 uM	Cell Painting	0.013855074266530827	13	0.004069552953750832
ADORA1|ADORA2A|ADORA2B|ADORA3	3.33 uM	L1000	0.01049967083561425	13	0.005274017594102045
ADORA1|ADORA2A|ADORA2B|ADORA3	10 uM	Cell Painting	0.013718939812962013	13	0.014259551912878459
ADORA1|ADORA2A|ADORA2B|ADORA3	10 uM	L1000	0.014141518060570058	13	0.020043535426856218
ADORA1|ADORA2A|ADORA2B|ADORA3	All	Cell Painting	0.014348208022162036	78	0.010903961449631626
ADORA1|ADORA2A|ADORA2B|ADORA3	All	L1000	0.013545573482516666	78	0.0367695135585464
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.04 uM	Cell Painting	0.042315482029936076	44	0.007987908270592202
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.04 uM	L1000	0.04049529339454756	44	0.031806911766960655
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.12 uM	Cell Painting	0.04160602111548268	44	0.012792496010148719
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.12 uM	L1000	0.04580491175486895	44	0.028921626616442556
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.37 uM	Cell Painting	0.05415965346633138	44	0.012729796612521178
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.37 uM	L1000	0.04620722375979512	44	0.028513857916767436
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	1.11 uM	Cell Painting	0.03797184005392925	44	0.011308348160318359
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	1.11 uM	L1000	0.041541909168663994	44	0.02533565386206392
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	3.33 uM	Cell Painting	0.05646969575637959	44	0.012724541257729005
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	3.33 uM	L1000	0.03994467107097709	44	0.007584127095441483
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	10 uM	Cell Painting	0.045185862724540705	44	0.02012262778397432
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	10 uM	L1000	0.051492922511903835	44	0.03255858821350928
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	All	Cell Painting	0.044728848496844914	264	0.011334079254734985
ADORA1|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	All	L1000	0.04126248814551495	264	0.02398406643565552
ADORA1|ADORA2A|ADORA2B|ADORA3|PI4K2A|PI4K2B|TRPM4	0.04 uM	Cell Painting	0.016813518620969012	13	0.004068145128444753
ADORA1|ADORA2A|ADORA2B|ADORA3|PI4K2A|PI4K2B|TRPM4	0.04 uM	L1000	0.013750142074513517	13	0.037762678785241824
ADORA1|ADORA2A|ADORA2B|ADORA3|PI4K2A|PI4K2B|TRPM4	0.12 uM	Cell Painting	0.015984268312874715	13	0.006932552409878374
ADORA1|ADORA2A|ADORA2B|ADORA3|PI4K2A|PI4K2B|TRPM4	0.12 uM	L1000	0.014290625110448603	13	0.042693602321924304
