target	dose	assay	avg_precision	no_of_compounds_per_target	median_correlation
ADRB2	0.04 uM	Cell Painting	0.019995455095620722	17	0.011793702125129039
ADRB2	0.04 uM	L1000	0.018366032644541036	17	0.02406638052904076
ADRB2	0.12 uM	Cell Painting	0.02282858571303307	17	-0.0053776766607340175
ADRB2	0.12 uM	L1000	0.016144395272309965	17	0.022944973313607755
ADRB2	0.37 uM	Cell Painting	0.020963258553806954	17	0.009131530589819529
ADRB2	0.37 uM	L1000	0.01627464364297236	17	0.01753008706414723
ADRB2	1.11 uM	Cell Painting	0.021337744322992538	17	0.010092694683055198
ADRB2	1.11 uM	L1000	0.017714628274361037	17	0.025769032405992175
ADRB2	3.33 uM	Cell Painting	0.02259648529067092	17	0.010211908027281133
ADRB2	3.33 uM	L1000	0.020800888115165273	17	0.029785484676679082
ADRB2	10 uM	Cell Painting	0.01966518627551772	17	0.00876158203666051
ADRB2	10 uM	L1000	0.017068270936751936	17	0.02017158590748179
ADRB2	All	Cell Painting	0.0191390375649597	102	0.008193440265536134
ADRB2	All	L1000	0.01658308946463975	102	0.029804675698933598
ADRB2|BCHE	0.04 uM	Cell Painting	0.0197193302319236	18	0.0077717355603100224
ADRB2|BCHE	0.04 uM	L1000	0.01605991695132062	18	0.026591968641774853
ADRB2|BCHE	0.12 uM	Cell Painting	0.02334447591255863	18	6.810735451438512e-5
ADRB2|BCHE	0.12 uM	L1000	0.01862637867190057	18	0.028320639020479627
ADRB2|BCHE	0.37 uM	Cell Painting	0.030259915154836	18	0.009156170457906336
ADRB2|BCHE	0.37 uM	L1000	0.024116574071680705	18	0.02755759487381085
ADRB2|BCHE	1.11 uM	Cell Painting	0.029990522987799237	18	0.009592654637039729
ADRB2|BCHE	1.11 uM	L1000	0.026137474744151592	18	0.026520787292340312
ADRB2|BCHE	3.33 uM	Cell Painting	0.019916832545954624	18	0.006817441023616335
ADRB2|BCHE	3.33 uM	L1000	0.02095337501938701	18	0.030081946078829813
ADRB2|BCHE	10 uM	Cell Painting	0.027510536685185792	18	0.01113461956309409
ADRB2|BCHE	10 uM	L1000	0.023221899488569876	18	0.02218284455857026
ADRB2|BCHE	All	Cell Painting	0.019248217759320944	108	0.006214555824579733
ADRB2|BCHE	All	L1000	0.019317369503381338	108	0.0313448482588571
ADRB3	0.04 uM	Cell Painting	0.008389192136880056	6	-0.02204525266126689
ADRB3	0.04 uM	L1000	0.008692082750555746	6	0.03332428905353728
ADRB3	0.12 uM	Cell Painting	0.008777542413000848	6	-0.00813107731349449
ADRB3	0.12 uM	L1000	0.007330367587465058	6	0.021474773878124298
ADRB3	0.37 uM	Cell Painting	0.0047333129250826615	6	-0.007661890824526684
ADRB3	0.37 uM	L1000	0.008075702778491341	6	0.012684746934194495
ADRB3	1.11 uM	Cell Painting	0.006127466716686918	6	-0.009132978024135248
ADRB3	1.11 uM	L1000	0.00676934202356273	6	0.0290614301479106
ADRB3	3.33 uM	Cell Painting	0.012637420651165522	6	0.022733789406473748
ADRB3	3.33 uM	L1000	0.006974817082401182	6	0.02066910063531981
ADRB3	10 uM	Cell Painting	0.005468074007886233	6	-0.016154933319417104
ADRB3	10 uM	L1000	0.009794762503445674	6	0.025982753747810696
ADRB3	All	Cell Painting	0.004548356982113146	36	0.008090894765882525
ADRB3	All	L1000	0.006360659483117949	36	0.026822319880218944
AGTR1	0.04 uM	Cell Painting	0.00499459418794003	4	-0.0012266702480597455
AGTR1	0.04 uM	L1000	0.009879648549742048	4	0.08968765630080197
AGTR1	0.12 uM	Cell Painting	0.0026216823465279007	4	-0.01192826869646108
AGTR1	0.12 uM	L1000	0.016651206071068483	4	0.03755299043815272
AGTR1	0.37 uM	Cell Painting	0.004319813670207923	4	0.0029736922987490307
AGTR1	0.37 uM	L1000	0.011735208465764818	4	0.061035841192708065
AGTR1	1.11 uM	Cell Painting	0.004736894082942443	4	0.011832349613833108
AGTR1	1.11 uM	L1000	0.006364119704053157	4	0.022926283133674473
AGTR1	3.33 uM	Cell Painting	0.00854326580551828	4	0.04350531128244181
AGTR1	3.33 uM	L1000	0.007935767153602129	4	0.042994518290356984
AGTR1	10 uM	Cell Painting	0.0061490562071411185	4	0.031275328715616293
AGTR1	10 uM	L1000	0.008684741079297061	4	0.04584598537425618
AGTR1	All	Cell Painting	0.002963297071174474	24	0.020273477658430027
AGTR1	All	L1000	0.005602058337384008	24	0.06417918515586532
AGTR1|PPARG	0.04 uM	Cell Painting	0.02493860488850911	14	0.005328521303167456
AGTR1|PPARG	0.04 uM	L1000	0.021064421193300716	14	0.03602696282822745
AGTR1|PPARG	0.12 uM	Cell Painting	0.01571675615679898	14	0.0024484837067317443
AGTR1|PPARG	0.12 uM	L1000	0.024740354709355636	14	0.03137110123711397
AGTR1|PPARG	0.37 uM	Cell Painting	0.014910536750145805	14	0.0061937662716843415
AGTR1|PPARG	0.37 uM	L1000	0.03140232316488382	14	0.04732423197803841
AGTR1|PPARG	1.11 uM	Cell Painting	0.02173582744696971	14	0.005581037546511426
AGTR1|PPARG	1.11 uM	L1000	0.012822587898843565	14	0.027332436080561354
AGTR1|PPARG	3.33 uM	Cell Painting	0.027890898689204854	14	0.01528614898480973
AGTR1|PPARG	3.33 uM	L1000	0.01975579350832062	14	0.02061784141846993
AGTR1|PPARG	10 uM	Cell Painting	0.03667008084770703	14	0.03292136289827653
AGTR1|PPARG	10 uM	L1000	0.03149090229941545	14	0.04341423794988537
AGTR1|PPARG	All	Cell Painting	0.016440145339231098	84	0.012315888667171909
AGTR1|PPARG	All	L1000	0.016289385354678013	84	0.03809343032142243
AHR|AR	0.04 uM	Cell Painting	0.021715832140161394	14	0.014593145709952713
AHR|AR	0.04 uM	L1000	0.013072800974860941	14	0.03199847144420438
AHR|AR	0.12 uM	Cell Painting	0.014256808163350409	14	0.021165929443375683
AHR|AR	0.12 uM	L1000	0.01497027778637684	14	0.016445318822226333
AHR|AR	0.37 uM	Cell Painting	0.021533671153587286	14	0.003053059459860675
AHR|AR	0.37 uM	L1000	0.014173742305986115	14	0.02563964070678681
AHR|AR	1.11 uM	Cell Painting	0.014616497272152883	14	0.010745153598593933
AHR|AR	1.11 uM	L1000	0.011417619157598388	14	0.01305080808426797
AHR|AR	3.33 uM	Cell Painting	0.020604905069714102	14	0.022224985805007574
AHR|AR	3.33 uM	L1000	0.014709016994355697	14	0.022867746644798924
AHR|AR	10 uM	Cell Painting	0.01882878744957609	14	0.03979521883657418
AHR|AR	10 uM	L1000	0.01892131838336173	14	0.06129173109160386
AHR|AR	All	Cell Painting	0.014355591631564343	84	0.015414222021042492
AHR|AR	All	L1000	0.01248322649331177	84	0.03284135892766032
AHR|DPP4|HMGCR	0.04 uM	Cell Painting	0.015101778530759634	9	0.029177971597120128
AHR|DPP4|HMGCR	0.04 uM	L1000	0.009953750085027212	9	0.004634478551644879
AHR|DPP4|HMGCR	0.12 uM	Cell Painting	0.009636416272638035	9	0.021204087820832086
AHR|DPP4|HMGCR	0.12 uM	L1000	0.008943007949543088	9	0.027431148241191555
AHR|DPP4|HMGCR	0.37 uM	Cell Painting	0.008426943410953236	9	0.014207072060368729
AHR|DPP4|HMGCR	0.37 uM	L1000	0.008660836266562371	9	0.012213248543117214
AHR|DPP4|HMGCR	1.11 uM	Cell Painting	0.01520131223283205	9	0.01336567539233844
AHR|DPP4|HMGCR	1.11 uM	L1000	0.021697382271098093	9	-0.0030950819787151033
AHR|DPP4|HMGCR	3.33 uM	Cell Painting	0.03163964106496416	9	0.002867480196935757
AHR|DPP4|HMGCR	3.33 uM	L1000	0.013416605024078218	9	-0.004618995013060695
AHR|DPP4|HMGCR	10 uM	Cell Painting	0.05850913699067459	9	0.023178720516896713
AHR|DPP4|HMGCR	10 uM	L1000	0.1939347892070466	9	0.009324031392890494
AHR|DPP4|HMGCR	All	Cell Painting	0.013106268160148378	54	0.018816593158857663
AHR|DPP4|HMGCR	All	L1000	0.010126226180596016	54	0.014471300050015722
AKR1B1	0.04 uM	Cell Painting	0.002645128597031026	3	-0.003364235325791681
AKR1B1	0.04 uM	L1000	0.00206119369270862	3	0.05779854524215093
AKR1B1	0.12 uM	Cell Painting	0.0019307966123887836	3	0.011760420196256154
AKR1B1	0.12 uM	L1000	0.002847401660962621	3	0.020221799679646133
AKR1B1	0.37 uM	Cell Painting	0.005635140490696756	3	-0.04064625557017988
AKR1B1	0.37 uM	L1000	0.004120546698836826	3	0.12539894478351926
AKR1B1	1.11 uM	Cell Painting	0.01639645729218163	3	-0.019489112348721395
AKR1B1	1.11 uM	L1000	0.01556564453850415	3	0.06809419451900141
AKR1B1	3.33 uM	Cell Painting	0.0025483879177947057	3	-0.011412612457562237
AKR1B1	3.33 uM	L1000	0.004658990156895585	3	0.1236067362415181
AKR1B1	10 uM	Cell Painting	0.0022349843601179894	3	-0.005107915894032284
AKR1B1	10 uM	L1000	0.02738170996481246	3	0.059982050053359194
AKR1B1	All	Cell Painting	0.002231498103584583	18	0.011843024284978857
AKR1B1	All	L1000	0.003601303586468198	18	0.08715822069660432
AKR1B1|NOS2|TIMP3	0.04 uM	Cell Painting	0.006287639350361324	6	0.009094141114000611
AKR1B1|NOS2|TIMP3	0.04 uM	L1000	0.009507973417287142	6	0.04756924726256858
AKR1B1|NOS2|TIMP3	0.12 uM	Cell Painting	0.008159050781616668	6	0.00283915961427242
AKR1B1|NOS2|TIMP3	0.12 uM	L1000	0.01621781899752221	6	0.021911081104202992
AKR1B1|NOS2|TIMP3	0.37 uM	Cell Painting	0.004354581616473051	6	-0.016134760063489215
AKR1B1|NOS2|TIMP3	0.37 uM	L1000	0.01155709078326068	6	0.033083824732269056
AKR1B1|NOS2|TIMP3	1.11 uM	Cell Painting	0.004950695484678339	6	-0.008636788272915431
AKR1B1|NOS2|TIMP3	1.11 uM	L1000	0.01094105531924402	6	0.01639581283503107
AKR1B1|NOS2|TIMP3	3.33 uM	Cell Painting	0.0059021327732806704	6	-0.00333306514813915
AKR1B1|NOS2|TIMP3	3.33 uM	L1000	0.048547072525324225	6	0.0790645111077178
AKR1B1|NOS2|TIMP3	10 uM	Cell Painting	0.005187762397406552	6	8.682076327843226e-4
AKR1B1|NOS2|TIMP3	10 uM	L1000	0.05744935104202839	6	0.01583014334700844
AKR1B1|NOS2|TIMP3	All	Cell Painting	0.004361414067084438	36	0.007595321341075186
AKR1B1|NOS2|TIMP3	All	L1000	0.009232023107148579	36	0.037543268939645144
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	0.04 uM	Cell Painting	0.05511224844896609	44	0.0034287919968261048
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	0.04 uM	L1000	0.04853431481354825	44	0.02292812921857497
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	0.12 uM	Cell Painting	0.055086753969786906	44	0.006663636908984522
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	0.12 uM	L1000	0.07065102415716351	44	0.02593296204925177
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	0.37 uM	Cell Painting	0.05077078759662657	44	0.004198284679745789
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	0.37 uM	L1000	0.0519816813960374	44	0.024466318316044698
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	1.11 uM	Cell Painting	0.05736620512569985	44	0.0035089592091566576
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	1.11 uM	L1000	0.04936985348628453	44	0.027025480403639928
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	3.33 uM	Cell Painting	0.05213185701168023	44	0.004242518269150472
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	3.33 uM	L1000	0.04980969395107929	44	0.02113546597289024
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	10 uM	Cell Painting	0.05309410734744452	44	0.006871814959226899
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	10 uM	L1000	0.053575216983808495	44	0.026257763922219624
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	All	Cell Painting	0.049261536893160277	264	0.004354635888278835
AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	All	L1000	0.04838463485725062	264	0.026109314226520866
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	0.04 uM	Cell Painting	0.05506131178644433	49	0.005304237633265473
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	0.04 uM	L1000	0.05056840750123132	49	0.026353824841770443
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	0.12 uM	Cell Painting	0.06225144774227632	49	0.0046250101124240914
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	0.12 uM	L1000	0.05501837405220861	49	0.029682137991121196
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	0.37 uM	Cell Painting	0.05208026029984624	49	0.0035151785375554167
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	0.37 uM	L1000	0.04153615181081574	49	0.0407887196692483
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	1.11 uM	Cell Painting	0.05397648352734863	49	0.004377175324030789
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	1.11 uM	L1000	0.0567240868026689	49	0.030058792045167232
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	3.33 uM	Cell Painting	0.0618908646720244	49	0.007077160385808997
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	3.33 uM	L1000	0.06147319330628879	49	0.029482753762364942
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	10 uM	Cell Painting	0.0668150689983921	49	0.011880227173025192
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	10 uM	L1000	0.06406932640066695	49	0.03408859683626826
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	All	Cell Painting	0.05250078676545173	294	0.0049019994195665766
AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	All	L1000	0.050296024815193935	294	0.032073444703406444
AKR1C3|PTGER1|PTGER3|PTGFR	0.04 uM	Cell Painting	0.0028085782453003546	4	-0.011951707120437045
AKR1C3|PTGER1|PTGER3|PTGFR	0.04 uM	L1000	0.010988919593511571	4	0.0786097839538647
AKR1C3|PTGER1|PTGER3|PTGFR	0.12 uM	Cell Painting	0.008407615120715506	4	0.029210292227817798
AKR1C3|PTGER1|PTGER3|PTGFR	0.12 uM	L1000	0.0025520242189132265	4	0.06897536062497024
AKR1C3|PTGER1|PTGER3|PTGFR	0.37 uM	Cell Painting	0.0031237667852521047	4	-0.027959425973621096
AKR1C3|PTGER1|PTGER3|PTGFR	0.37 uM	L1000	0.0024270496544047605	4	0.028515465003305922
AKR1C3|PTGER1|PTGER3|PTGFR	1.11 uM	Cell Painting	0.009955372171916407	4	0.021405147561317398
AKR1C3|PTGER1|PTGER3|PTGFR	1.11 uM	L1000	0.00962120752696669	4	0.0817389107871137
AKR1C3|PTGER1|PTGER3|PTGFR	3.33 uM	Cell Painting	0.01087597143137474	4	0.0397865429876295
AKR1C3|PTGER1|PTGER3|PTGFR	3.33 uM	L1000	0.0033194501300749064	4	0.09016987001593976
AKR1C3|PTGER1|PTGER3|PTGFR	10 uM	Cell Painting	0.007240853223882878	4	0.018966388669303058
AKR1C3|PTGER1|PTGER3|PTGFR	10 uM	L1000	0.006167261332967385	4	0.09375193414843239
AKR1C3|PTGER1|PTGER3|PTGFR	All	Cell Painting	0.003520266708492112	24	0.028191723729521646
AKR1C3|PTGER1|PTGER3|PTGFR	All	L1000	0.0027497906544455605	24	0.06457817783590172
AKR1D1|SRD5A1|SRD5A2	0.04 uM	Cell Painting	0.0022970345162858534	3	0.01131142955731407
AKR1D1|SRD5A1|SRD5A2	0.04 uM	L1000	0.003794595843269943	3	0.19049181152855094
AKR1D1|SRD5A1|SRD5A2	0.12 uM	Cell Painting	0.0026035944252448774	3	-0.00859659449033152
AKR1D1|SRD5A1|SRD5A2	0.12 uM	L1000	0.0033319880946375423	3	0.09669171889962813
AKR1D1|SRD5A1|SRD5A2	0.37 uM	Cell Painting	0.0027408146669623715	3	-0.03110737549050045
AKR1D1|SRD5A1|SRD5A2	0.37 uM	L1000	0.004282163856631942	3	0.05115702875116699
AKR1D1|SRD5A1|SRD5A2	1.11 uM	Cell Painting	0.005306690089298785	3	0.004437098595035626
AKR1D1|SRD5A1|SRD5A2	1.11 uM	L1000	0.0038463571957280318	3	0.04116406601685729
AKR1D1|SRD5A1|SRD5A2	3.33 uM	Cell Painting	0.002427241663720985	3	-0.03413836205865804
AKR1D1|SRD5A1|SRD5A2	3.33 uM	L1000	0.005898692810457516	3	0.07379129077088985
AKR1D1|SRD5A1|SRD5A2	10 uM	Cell Painting	0.009861363261264234	3	0.06913539901518552
AKR1D1|SRD5A1|SRD5A2	10 uM	L1000	0.002423934231714552	3	0.011219593046369818
AKR1D1|SRD5A1|SRD5A2	All	Cell Painting	0.0019110692427316217	18	0.01131142955731407
AKR1D1|SRD5A1|SRD5A2	All	L1000	0.002010673306995213	18	0.08711024546339867
AKR1D1|SRD5A2|TYR	0.04 uM	Cell Painting	0.0033565324851991644	4	-0.00424135921156493
AKR1D1|SRD5A2|TYR	0.04 uM	L1000	0.009233427872738481	4	0.08721263304515255
AKR1D1|SRD5A2|TYR	0.12 uM	Cell Painting	0.004666854552713779	4	-0.0028108418908272814
AKR1D1|SRD5A2|TYR	0.12 uM	L1000	0.013914195921596477	4	0.05863264392260811
AKR1D1|SRD5A2|TYR	0.37 uM	Cell Painting	0.004704328930057929	4	0.0047422756303393335
AKR1D1|SRD5A2|TYR	0.37 uM	L1000	0.003860937190817009	4	0.05993000396262181
AKR1D1|SRD5A2|TYR	1.11 uM	Cell Painting	0.01293386054774341	4	0.007988699826786337
AKR1D1|SRD5A2|TYR	1.11 uM	L1000	0.004354276495837295	4	0.04051265715928757
AKR1D1|SRD5A2|TYR	3.33 uM	Cell Painting	0.0026064428050612968	4	-0.030819324286019627
AKR1D1|SRD5A2|TYR	3.33 uM	L1000	0.0100765435903101	4	0.05119551537054086
AKR1D1|SRD5A2|TYR	10 uM	Cell Painting	0.0064161490321108326	4	-0.017040945255677488
AKR1D1|SRD5A2|TYR	10 uM	L1000	0.004037244646278741	4	0.0734199570073058
AKR1D1|SRD5A2|TYR	All	Cell Painting	0.002627160293263994	24	0.004435034907139416
AKR1D1|SRD5A2|TYR	All	L1000	0.0047953139251037304	24	0.06442953345686042
AKT1|AKT2|AKT3	0.04 uM	Cell Painting	0.0069852650188706455	6	0.027327750897379134
AKT1|AKT2|AKT3	0.04 uM	L1000	0.004941734419321833	6	-0.016294878802375883
AKT1|AKT2|AKT3	0.12 uM	Cell Painting	0.012922340365038459	6	0.03146457451155638
AKT1|AKT2|AKT3	0.12 uM	L1000	0.015072206971494204	6	-0.02885414005945764
AKT1|AKT2|AKT3	0.37 uM	Cell Painting	0.021212766214567733	6	0.06074509457567888
AKT1|AKT2|AKT3	0.37 uM	L1000	0.005379123849578823	6	0.027831247920130843
AKT1|AKT2|AKT3	1.11 uM	Cell Painting	0.17549972733357092	6	0.11544170582066846
AKT1|AKT2|AKT3	1.11 uM	L1000	0.023952342353082537	6	0.07070919914523341
AKT1|AKT2|AKT3	3.33 uM	Cell Painting	0.1805649721762687	6	0.09032708800217397
AKT1|AKT2|AKT3	3.33 uM	L1000	0.13736459344796592	6	0.08590840089105713
AKT1|AKT2|AKT3	10 uM	Cell Painting	0.04622702185899118	6	0.11599402785684655
AKT1|AKT2|AKT3	10 uM	L1000	0.1915418114831291	6	0.14993737612728109
AKT1|AKT2|AKT3	All	Cell Painting	0.023243672059701598	36	0.07026319889573177
AKT1|AKT2|AKT3	All	L1000	0.021588005414813115	36	0.05128499572429213
AKT1|AKT2|AKT3|PRKG1	0.04 uM	Cell Painting	0.007208338847418123	6	0.027327750897379134
AKT1|AKT2|AKT3|PRKG1	0.04 uM	L1000	0.004101779791590818	6	-0.016294878802375883
AKT1|AKT2|AKT3|PRKG1	0.12 uM	Cell Painting	0.03710234945156054	6	0.03146457451155638
AKT1|AKT2|AKT3|PRKG1	0.12 uM	L1000	0.005430204692515003	6	-0.02885414005945764
AKT1|AKT2|AKT3|PRKG1	0.37 uM	Cell Painting	0.07500791860359127	6	0.06074509457567888
AKT1|AKT2|AKT3|PRKG1	0.37 uM	L1000	0.005669596734052261	6	0.027831247920130843
AKT1|AKT2|AKT3|PRKG1	1.11 uM	Cell Painting	0.20892284918146986	6	0.11544170582066846
AKT1|AKT2|AKT3|PRKG1	1.11 uM	L1000	0.007496901048757771	6	0.07070919914523341
AKT1|AKT2|AKT3|PRKG1	3.33 uM	Cell Painting	0.17932243167537287	6	0.09032708800217397
AKT1|AKT2|AKT3|PRKG1	3.33 uM	L1000	0.18407921225911403	6	0.08590840089105713
AKT1|AKT2|AKT3|PRKG1	10 uM	Cell Painting	0.1454856557834225	6	0.11599402785684655
AKT1|AKT2|AKT3|PRKG1	10 uM	L1000	0.45197448812326774	6	0.14993737612728109
AKT1|AKT2|AKT3|PRKG1	All	Cell Painting	0.03959481025802912	36	0.07026319889573177
AKT1|AKT2|AKT3|PRKG1	All	L1000	0.02273658394054876	36	0.05128499572429213
AKT1|EGFR|ERBB2|ERBB4	0.04 uM	Cell Painting	0.08221580603591251	20	0.033113574130467935
AKT1|EGFR|ERBB2|ERBB4	0.04 uM	L1000	0.023114042253794802	20	0.024894356468794995
AKT1|EGFR|ERBB2|ERBB4	0.12 uM	Cell Painting	0.14886089980151726	20	0.03917304808923415
AKT1|EGFR|ERBB2|ERBB4	0.12 uM	L1000	0.05584581798162705	20	0.05875615567302131
AKT1|EGFR|ERBB2|ERBB4	0.37 uM	Cell Painting	0.18515716266917406	20	0.06609371557065521
AKT1|EGFR|ERBB2|ERBB4	0.37 uM	L1000	0.05233977317820579	20	0.05425680627925941
AKT1|EGFR|ERBB2|ERBB4	1.11 uM	Cell Painting	0.2945169134065307	20	0.09220825273240901
AKT1|EGFR|ERBB2|ERBB4	1.11 uM	L1000	0.05280923540438873	20	0.0834987664363133
AKT1|EGFR|ERBB2|ERBB4	3.33 uM	Cell Painting	0.27534709844443517	20	0.10463924389189373
AKT1|EGFR|ERBB2|ERBB4	3.33 uM	L1000	0.0797967707100789	20	0.12736091193443316
AKT1|EGFR|ERBB2|ERBB4	10 uM	Cell Painting	0.16006695640211493	20	0.10767843438092478
AKT1|EGFR|ERBB2|ERBB4	10 uM	L1000	0.04494666146903453	20	0.1552143930995511
AKT1|EGFR|ERBB2|ERBB4	All	Cell Painting	0.1430746230528645	120	0.058385219229481186
AKT1|EGFR|ERBB2|ERBB4	All	L1000	0.039194877390058586	120	0.06826703904897234
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	0.04 uM	Cell Painting	0.008455946131055544	8	0.015052251164047188
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	0.04 uM	L1000	0.006950691102707652	8	-0.015493062351296157
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	0.12 uM	Cell Painting	0.016704917087585976	8	0.022887446518680077
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	0.12 uM	L1000	0.012306953870376286	8	0.0033350503573551255
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	0.37 uM	Cell Painting	0.008395235050909621	8	0.04265569681144951
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	0.37 uM	L1000	0.016527531343312002	8	0.028189364713008782
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	1.11 uM	Cell Painting	0.021975251639914727	8	0.06645150241977725
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	1.11 uM	L1000	0.007541405546240472	8	0.05041917600168047
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	3.33 uM	Cell Painting	0.07053358398920173	8	0.046514951437225616
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	3.33 uM	L1000	0.00699381113977816	8	0.01523373061357889
AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	10 uM	Cell Painting	0.03273267673851152	8	0.11573129228117482
