compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
tic10	5	0.04 uM	0.035	0.2546454968019407	Cell Painting	non_spherized	all_data
ticagrelor	5	0.04 uM	0.504	0.0138401314969111	Cell Painting	non_spherized	all_data
ticlopidine	4	0.04 uM	0.508	0.0063685932747364	Cell Painting	non_spherized	all_data
tiludronate	5	0.04 uM	0.273	0.0776996000353042	Cell Painting	non_spherized	all_data
timolol	5	0.04 uM	0.552	-0.0003579931306242	Cell Painting	non_spherized	all_data
timonacic	5	0.04 uM	0.552	0.0002329709087626	Cell Painting	non_spherized	all_data
tioconazole	5	0.04 uM	0.4	0.0379036765670955	Cell Painting	non_spherized	all_data
tioguanine	5	0.04 uM	0.55	0.0014006392811502	Cell Painting	non_spherized	all_data
tipiracil	5	0.04 uM	0.009	0.3415713559742289	Cell Painting	non_spherized	all_data
tirasemtiv	5	0.04 uM	0.539	0.0044318555891219	Cell Painting	non_spherized	all_data
tirofiban	2	0.04 uM	0.497	0.0285273517473274	Cell Painting	non_spherized	all_data
tivantinib	5	0.04 uM	0.035	0.2546759208341443	Cell Painting	non_spherized	all_data
tivozanib	5	0.04 uM	0.069	0.1934720228660737	Cell Painting	non_spherized	all_data
tizanidine	5	0.04 uM	0.526	0.0063510661883199	Cell Painting	non_spherized	all_data
tobramycin	5	0.04 uM	0.031	0.2623725216200864	Cell Painting	non_spherized	all_data
tofacitinib	5	0.04 uM	0.547	0.0020124096753993	Cell Painting	non_spherized	all_data
tolazamide	5	0.04 uM	0.526	0.006376560405295	Cell Painting	non_spherized	all_data
tolbutamide	5	0.04 uM	0.558	-0.0031458339457185	Cell Painting	non_spherized	all_data
tolcapone	5	0.04 uM	0.545	0.0022716803816478	Cell Painting	non_spherized	all_data
tolfenamic-acid	5	0.04 uM	0.528	0.0060726283825486	Cell Painting	non_spherized	all_data
tolnaftate	2	0.04 uM	0.604	-0.0376914011666444	Cell Painting	non_spherized	all_data
tolperisone	5	0.04 uM	0.037	0.2437620908024208	Cell Painting	non_spherized	all_data
tolvaptan	5	0.04 uM	0.545	0.0022947896258595	Cell Painting	non_spherized	all_data
topiramate	5	0.04 uM	0.567	-0.0053404400085535	Cell Painting	non_spherized	all_data
torasemide	5	0.04 uM	0.547	0.0019528117740985	Cell Painting	non_spherized	all_data
torcetrapib	5	0.04 uM	0.55	0.0016345080353264	Cell Painting	non_spherized	all_data
torcitabine	5	0.04 uM	0.55	0.0013516158407449	Cell Painting	non_spherized	all_data
tosedostat	5	0.04 uM	0.549	0.0017289442911219	Cell Painting	non_spherized	all_data
tozasertib	5	0.04 uM	0.552	-0.0003166837300718	Cell Painting	non_spherized	all_data
tracazolate	5	0.04 uM	0.544	0.0029308107885082	Cell Painting	non_spherized	all_data
tramiprosate	5	0.04 uM	0.544	0.0026626457419775	Cell Painting	non_spherized	all_data
tranilast	5	0.04 uM	0.553	-0.0013772350788238	Cell Painting	non_spherized	all_data
trapidil	5	0.04 uM	0.598	-0.0121980699873797	Cell Painting	non_spherized	all_data
travoprost	5	0.04 uM	0.558	-0.0028777340843415	Cell Painting	non_spherized	all_data
trazodone	5	0.04 uM	0.361	0.0496115282086724	Cell Painting	non_spherized	all_data
trehalose	5	0.04 uM	0.468	0.0232764619990869	Cell Painting	non_spherized	all_data
triamcinolone	2	0.04 uM	0.52	0.0168471456993864	Cell Painting	non_spherized	all_data
triamcinolone-acetonide	5	0.04 uM	0.55	0.0013440860215122	Cell Painting	non_spherized	all_data
triamterene	5	0.04 uM	0.552	0.0002134988953738	Cell Painting	non_spherized	all_data
triclabendazole	5	0.04 uM	0.551	0.0006892928639163	Cell Painting	non_spherized	all_data
triclosan	5	0.04 uM	0.0	0.7293516701060492	Cell Painting	non_spherized	all_data
triflupromazine	5	0.04 uM	0.539	0.0045804825860194	Cell Painting	non_spherized	all_data
trifluridine	5	0.04 uM	0.36	0.0497514634758042	Cell Painting	non_spherized	all_data
trilostane	5	0.04 uM	0.019	0.2879024669982166	Cell Painting	non_spherized	all_data
trimebutine	5	0.04 uM	0.52	0.0082930439038018	Cell Painting	non_spherized	all_data
trimetazidine	5	0.04 uM	0.559	-0.0032515567968553	Cell Painting	non_spherized	all_data
trimethoprim	5	0.04 uM	0.55	0.0014096401727265	Cell Painting	non_spherized	all_data
trimipramine	5	0.04 uM	0.553	-0.001024464272708	Cell Painting	non_spherized	all_data
triptorelin	5	0.04 uM	0.01	0.320920146196107	Cell Painting	non_spherized	all_data
troglitazone	5	0.04 uM	0.553	-0.0011840793971069	Cell Painting	non_spherized	all_data
trovafloxacin	4	0.04 uM	0.519	0.0034879038169433	Cell Painting	non_spherized	all_data
tyrphostin-1	5	0.04 uM	0.547	0.001904457043208	Cell Painting	non_spherized	all_data
uk-383367	5	0.04 uM	0.291	0.0719079055524157	Cell Painting	non_spherized	all_data
ulipristal	5	0.04 uM	0.554	-0.001445569144415	Cell Painting	non_spherized	all_data
umeclidinium	5	0.04 uM	0.345	0.0554878249104191	Cell Painting	non_spherized	all_data
urapidil	5	0.04 uM	0.554	-0.0015845456353672	Cell Painting	non_spherized	all_data
ursodeoxycholyltaurine	5	0.04 uM	0.553	-0.0011812633736596	Cell Painting	non_spherized	all_data
ursodiol	5	0.04 uM	0.195	0.1114180498455539	Cell Painting	non_spherized	all_data
ursolic-acid	5	0.04 uM	0.392	0.0399193041999542	Cell Painting	non_spherized	all_data
valdecoxib	5	0.04 uM	0.528	0.0060409499973771	Cell Painting	non_spherized	all_data
valproic-acid	2	0.04 uM	0.544	0.0008719615900476	Cell Painting	non_spherized	all_data
valrubicin	5	0.04 uM	0.047	0.2262506114945272	Cell Painting	non_spherized	all_data
valsartan	5	0.04 uM	0.552	0.0002367097902439	Cell Painting	non_spherized	all_data
vandetanib	5	0.04 uM	0.558	-0.0027323165757715	Cell Painting	non_spherized	all_data
vanoxerine	5	0.04 uM	0.036	0.2532460047569234	Cell Painting	non_spherized	all_data
vardenafil	5	0.04 uM	0.009	0.3297445779074165	Cell Painting	non_spherized	all_data
varenicline	5	0.04 uM	0.36	0.049801996487115	Cell Painting	non_spherized	all_data
varespladib	5	0.04 uM	0.576	-0.0070610692982977	Cell Painting	non_spherized	all_data
veliparib	5	0.04 uM	0.006	0.3555534817655659	Cell Painting	non_spherized	all_data
vemurafenib	5	0.04 uM	0.555	-0.0021321997669544	Cell Painting	non_spherized	all_data
venlafaxine	5	0.04 uM	0.259	0.0828877266156065	Cell Painting	non_spherized	all_data
verapamil	5	0.04 uM	0.197	0.1098528679849349	Cell Painting	non_spherized	all_data
vgx-1027	5	0.04 uM	0.0	0.6633986769710323	Cell Painting	non_spherized	all_data
vicriviroc	5	0.04 uM	0.54	0.0041787435998455	Cell Painting	non_spherized	all_data
vidarabine	5	0.04 uM	0.369	0.0467453669647976	Cell Painting	non_spherized	all_data
vilazodone	5	0.04 uM	0.018	0.296129947549184	Cell Painting	non_spherized	all_data
vinpocetine	5	0.04 uM	0.55	0.0016232110831029	Cell Painting	non_spherized	all_data
vismodegib	5	0.04 uM	0.611	-0.0160136771627517	Cell Painting	non_spherized	all_data
voglibose	5	0.04 uM	0.552	0.0003011338470908	Cell Painting	non_spherized	all_data
volasertib	5	0.04 uM	0.0	0.8490196095817061	Cell Painting	non_spherized	all_data
voreloxin	5	0.04 uM	0.552	6.35248198036653e-05	Cell Painting	non_spherized	all_data
voriconazole	5	0.04 uM	0.55	0.0012521269696833	Cell Painting	non_spherized	all_data
vortioxetine	5	0.04 uM	0.17	0.1240164343619544	Cell Painting	non_spherized	all_data
voxtalisib	5	0.04 uM	0.553	-0.0013440860215068	Cell Painting	non_spherized	all_data
vt-464	5	0.04 uM	0.551	0.0006441054093638	Cell Painting	non_spherized	all_data
vtp-27999	5	0.04 uM	0.552	0.0002119878491499	Cell Painting	non_spherized	all_data
vx-222	5	0.04 uM	0.551	0.0007900036843347	Cell Painting	non_spherized	all_data
vx-661	5	0.04 uM	0.575	-0.0068458596773044	Cell Painting	non_spherized	all_data
vx-765	5	0.04 uM	0.52	0.0089962223314928	Cell Painting	non_spherized	all_data
vx-809	5	0.04 uM	0.55	0.0015228395193005	Cell Painting	non_spherized	all_data
xaliproden	5	0.04 uM	0.553	-0.0010818358366298	Cell Painting	non_spherized	all_data
xbd173	5	0.04 uM	0.11	0.1582507319155094	Cell Painting	non_spherized	all_data
xl888	5	0.04 uM	0.474	0.021053562263577	Cell Painting	non_spherized	all_data
yohimbine	5	0.04 uM	0.486	0.018250825124357	Cell Painting	non_spherized	all_data
z160	5	0.04 uM	0.539	0.0043330043331414	Cell Painting	non_spherized	all_data
zafirlukast	5	0.04 uM	0.259	0.0830904967251641	Cell Painting	non_spherized	all_data
zalcitabine	5	0.04 uM	0.551	0.0007558397488495	Cell Painting	non_spherized	all_data
zaldaride	5	0.04 uM	0.55	0.0016612863776131	Cell Painting	non_spherized	all_data
zaleplon	5	0.04 uM	0.384	0.0416631281932851	Cell Painting	non_spherized	all_data
zaprinast	5	0.04 uM	0.0	0.5240430572122802	Cell Painting	non_spherized	all_data
zardaverine	2	0.04 uM	0.476	0.0489967771717332	Cell Painting	non_spherized	all_data
zd-7114	5	0.04 uM	0.0	0.5961800882521979	Cell Painting	non_spherized	all_data
zidovudine	5	0.04 uM	0.526	0.0069988704681349	Cell Painting	non_spherized	all_data
ziprasidone	5	0.04 uM	0.0	0.4622004100513101	Cell Painting	non_spherized	all_data
zk-200775	5	0.04 uM	0.0	0.5191379722477616	Cell Painting	non_spherized	all_data
zk811752	5	0.04 uM	0.562	-0.0043359843327603	Cell Painting	non_spherized	all_data
zofenopril-calcium	5	0.04 uM	0.053	0.2167172624888053	Cell Painting	non_spherized	all_data
zolpidem	5	0.04 uM	0.535	0.0050602844788649	Cell Painting	non_spherized	all_data
zonisamide	5	0.04 uM	0.552	0.0002366176658704	Cell Painting	non_spherized	all_data
zosuquidar	5	0.04 uM	0.552	2.9774827785614127e-11	Cell Painting	non_spherized	all_data
17-hydroxyprogesterone-caproate	5	0.12 uM	0.101	0.1743040272121346	Cell Painting	non_spherized	all_data
2-iminobiotin	5	0.12 uM	0.559	0.0061574916759147	Cell Painting	non_spherized	all_data
3-amino-benzamide	5	0.12 uM	0.054	0.2167983121968389	Cell Painting	non_spherized	all_data
3-deazaadenosine	5	0.12 uM	0.584	-0.0014030133426274	Cell Painting	non_spherized	all_data
abacavir	5	0.12 uM	0.581	2.2062969977990066e-06	Cell Painting	non_spherized	all_data
abiraterone-acetate	5	0.12 uM	0.0	0.4627817378801216	Cell Painting	non_spherized	all_data
abt-202	5	0.12 uM	0.576	0.001302922486572	Cell Painting	non_spherized	all_data
abt-239	5	0.12 uM	0.0	0.4319785409819674	Cell Painting	non_spherized	all_data
abt-724	5	0.12 uM	0.576	0.0013326637846015	Cell Painting	non_spherized	all_data
acarbose	4	0.12 uM	0.34	0.0669516580065341	Cell Painting	non_spherized	all_data
acebutolol	5	0.12 uM	0.159	0.1372536203222699	Cell Painting	non_spherized	all_data
acecainide	5	0.12 uM	0.0	0.5429530132185042	Cell Painting	non_spherized	all_data
acenocoumarol	5	0.12 uM	0.576	0.001616744433843	Cell Painting	non_spherized	all_data
acetazolamide	2	0.12 uM	0.514	0.0020343721710566	Cell Painting	non_spherized	all_data
acetylcysteine	5	0.12 uM	0.568	0.0029699317589876	Cell Painting	non_spherized	all_data
acexamic-acid	5	0.12 uM	0.591	-0.0032235656866946	Cell Painting	non_spherized	all_data
acifran	5	0.12 uM	0.036	0.2323643815432099	Cell Painting	non_spherized	all_data
acipimox	5	0.12 uM	0.581	-0.0002114981138715	Cell Painting	non_spherized	all_data
acivicin	5	0.12 uM	0.149	0.1466271879599937	Cell Painting	non_spherized	all_data
aclidinium	5	0.12 uM	0.549	0.0088896925600239	Cell Painting	non_spherized	all_data
acrivastine	5	0.12 uM	0.571	0.0019576968873379	Cell Painting	non_spherized	all_data
actarit	5	0.12 uM	0.454	0.0349374886965828	Cell Painting	non_spherized	all_data
acy-1215	5	0.12 uM	0.581	-5.1636505742343707e-05	Cell Painting	non_spherized	all_data
adapalene	5	0.12 uM	0.003	0.3888580267931366	Cell Painting	non_spherized	all_data
adarotene	4	0.12 uM	0.127	0.1666183096265804	Cell Painting	non_spherized	all_data
adatanserin	5	0.12 uM	0.627	-0.0118536235748328	Cell Painting	non_spherized	all_data
adenosine	4	0.12 uM	0.141	0.1581064882023462	Cell Painting	non_spherized	all_data
adoprazine	5	0.12 uM	0.588	-0.0025080373534028	Cell Painting	non_spherized	all_data
afatinib	5	0.12 uM	0.581	0.0001235427221106	Cell Painting	non_spherized	all_data
afloqualone	5	0.12 uM	0.567	0.0039718165132336	Cell Painting	non_spherized	all_data
agi-5198	5	0.12 uM	0.36	0.0616979237751324	Cell Painting	non_spherized	all_data
agi-6780	5	0.12 uM	0.576	0.0013440860215072	Cell Painting	non_spherized	all_data
agomelatine	5	0.12 uM	0.576	0.0015203208826887	Cell Painting	non_spherized	all_data
agp-103	5	0.12 uM	0.568	0.0031491019103912	Cell Painting	non_spherized	all_data
alaproclate	5	0.12 uM	0.524	0.0158110602690646	Cell Painting	non_spherized	all_data
albendazole	5	0.12 uM	0.574	0.0017734829345742	Cell Painting	non_spherized	all_data
alectinib	5	0.12 uM	0.567	0.004164531370496	Cell Painting	non_spherized	all_data
alisertib	5	0.12 uM	0.01	0.3376125478131323	Cell Painting	non_spherized	all_data
aliskiren	5	0.12 uM	0.586	-0.0019599754606678	Cell Painting	non_spherized	all_data
alizapride	4	0.12 uM	0.195	0.1247681979464826	Cell Painting	non_spherized	all_data
allopurinol	5	0.12 uM	0.599	-0.0045067851737387	Cell Painting	non_spherized	all_data
almitrine	5	0.12 uM	0.552	0.007650083221929	Cell Painting	non_spherized	all_data
almorexant	5	0.12 uM	0.581	-5.4917225281170274e-14	Cell Painting	non_spherized	all_data
altanserin	4	0.12 uM	0.322	0.0755019768345212	Cell Painting	non_spherized	all_data
altrenogest	5	0.12 uM	0.386	0.0557121587878937	Cell Painting	non_spherized	all_data
altretamine	5	0.12 uM	0.005	0.3768671997389598	Cell Painting	non_spherized	all_data
alvespimycin	5	0.12 uM	0.105	0.1722189335030941	Cell Painting	non_spherized	all_data
alvimopan	5	0.12 uM	0.0	0.7135461823180967	Cell Painting	non_spherized	all_data
alvocidib	5	0.12 uM	0.0	0.6562816628653501	Cell Painting	non_spherized	all_data
am-24	5	0.12 uM	0.055	0.2160434840522649	Cell Painting	non_spherized	all_data
amantadine	5	0.12 uM	0.395	0.0536775427193037	Cell Painting	non_spherized	all_data
ambrisentan	2	0.12 uM	0.535	-0.0110677372731317	Cell Painting	non_spherized	all_data
ambroxol	5	0.12 uM	0.584	-0.0013440860215192	Cell Painting	non_spherized	all_data
amd11070	2	0.12 uM	0.514	0.0018566911397054	Cell Painting	non_spherized	all_data
amg-208	5	0.12 uM	0.0	0.5301203798254401	Cell Painting	non_spherized	all_data
amg-232	5	0.12 uM	0.567	0.004154399526623	Cell Painting	non_spherized	all_data
amg-517	5	0.12 uM	0.001	0.4112014347918469	Cell Painting	non_spherized	all_data
amikacin	5	0.12 uM	0.609	-0.0080718039826049	Cell Painting	non_spherized	all_data
amiloride	5	0.12 uM	0.004	0.3800819601156906	Cell Painting	non_spherized	all_data
aminocaproic-acid	5	0.12 uM	0.591	-0.0032673394194319	Cell Painting	non_spherized	all_data
aminoglutethimide	5	0.12 uM	0.549	0.0089078960025396	Cell Painting	non_spherized	all_data
aminoguanidine	5	0.12 uM	0.565	0.0043088322245958	Cell Painting	non_spherized	all_data
aminolevulinic-acid	5	0.12 uM	0.126	0.1603542892503997	Cell Painting	non_spherized	all_data
aminosalicylic-acid	5	0.12 uM	0.576	0.001456308372687	Cell Painting	non_spherized	all_data
amiodarone	5	0.12 uM	0.007	0.3462799907061086	Cell Painting	non_spherized	all_data
amiprilose	5	0.12 uM	0.421	0.0454175234262108	Cell Painting	non_spherized	all_data
amitifadine	5	0.12 uM	0.51	0.0194693187706314	Cell Painting	non_spherized	all_data
amlexanox	5	0.12 uM	0.326	0.0711415722353786	Cell Painting	non_spherized	all_data
amlodipine	5	0.12 uM	0.588	-0.0024650227946904	Cell Painting	non_spherized	all_data
ammonium-glycyrrhizinate	5	0.12 uM	0.563	0.0051206699015533	Cell Painting	non_spherized	all_data
amonafide	5	0.12 uM	0.584	-0.0015125680070517	Cell Painting	non_spherized	all_data
amoxapine	4	0.12 uM	0.439	0.0313617847302576	Cell Painting	non_spherized	all_data
ampalex	5	0.12 uM	0.329	0.0700861723591492	Cell Painting	non_spherized	all_data
amrinone	5	0.12 uM	0.576	0.0012532716904855	Cell Painting	non_spherized	all_data
amsacrine	5	0.12 uM	0.0	0.8725266972272425	Cell Painting	non_spherized	all_data
amtolmetin-guacil	5	0.12 uM	0.598	-0.0039789633501754	Cell Painting	non_spherized	all_data
amuvatinib	5	0.12 uM	0.569	0.0025593435812518	Cell Painting	non_spherized	all_data
anamorelin	4	0.12 uM	0.003	0.4231616049441229	Cell Painting	non_spherized	all_data
anandamide	2	0.12 uM	0.534	-0.0099139020642095	Cell Painting	non_spherized	all_data
andrographolide	5	0.12 uM	0.609	-0.0079087870504428	Cell Painting	non_spherized	all_data
anecortave-acetate	5	0.12 uM	0.001	0.4091170357285389	Cell Painting	non_spherized	all_data
anidulafungin	5	0.12 uM	0.403	0.0506289555197724	Cell Painting	non_spherized	all_data
aniracetam	5	0.12 uM	0.576	0.0013528373863324	Cell Painting	non_spherized	all_data
anisodamine	5	0.12 uM	0.603	-0.0056870158057301	Cell Painting	non_spherized	all_data
ap26113	5	0.12 uM	0.23	0.1096822812165905	Cell Painting	non_spherized	all_data
apafant	5	0.12 uM	0.162	0.1350141342021913	Cell Painting	non_spherized	all_data
apd668	5	0.12 uM	0.581	-6.62989628474886e-16	Cell Painting	non_spherized	all_data
aphidicolin	5	0.12 uM	0.0	0.6437895691799433	Cell Painting	non_spherized	all_data
api-001	5	0.12 uM	0.581	8.748816002228192e-05	Cell Painting	non_spherized	all_data
apixaban	5	0.12 uM	0.296	0.0840887169629604	Cell Painting	non_spherized	all_data
apocynin	5	0.12 uM	0.584	-0.0016193144529005	Cell Painting	non_spherized	all_data
apremilast	5	0.12 uM	0.643	-0.0155901464846218	Cell Painting	non_spherized	all_data
aprepitant	5	0.12 uM	0.576	0.0011242520493127	Cell Painting	non_spherized	all_data
arbutin	5	0.12 uM	0.581	-0.0001841049309717	Cell Painting	non_spherized	all_data
argatroban	5	0.12 uM	0.581	-2.246737951933086e-16	Cell Painting	non_spherized	all_data
arglabin	5	0.12 uM	0.552	0.0076243308647231	Cell Painting	non_spherized	all_data
aripiprazole	5	0.12 uM	0.581	9.063405263906729e-05	Cell Painting	non_spherized	all_data
arofylline	5	0.12 uM	0.583	-0.0007149011201063	Cell Painting	non_spherized	all_data
arry-334543	5	0.12 uM	0.003	0.3916582710556333	Cell Painting	non_spherized	all_data
artesunate	5	0.12 uM	0.0	0.4635272659405544	Cell Painting	non_spherized	all_data
asa-404	5	0.12 uM	0.586	-0.0020304357461727	Cell Painting	non_spherized	all_data
asc-j9	5	0.12 uM	0.583	-0.0007722666451515	Cell Painting	non_spherized	all_data
asenapine	5	0.12 uM	0.399	0.0523940521869142	Cell Painting	non_spherized	all_data
aspirin	5	0.12 uM	0.569	0.0024779241355068	Cell Painting	non_spherized	all_data
at13387	5	0.12 uM	0.508	0.020035653753586	Cell Painting	non_spherized	all_data
ataluren	5	0.12 uM	0.012	0.3227625236376054	Cell Painting	non_spherized	all_data
atenolol	5	0.12 uM	0.501	0.022031118639217	Cell Painting	non_spherized	all_data
atipamezole	2	0.12 uM	0.504	0.0092293438355183	Cell Painting	non_spherized	all_data
atn-161	4	0.12 uM	0.298	0.0842388077038073	Cell Painting	non_spherized	all_data
atomoxetine	5	0.12 uM	0.003	0.387049591725265	Cell Painting	non_spherized	all_data
atorvastatin	5	0.12 uM	0.583	-0.0008814339169409	Cell Painting	non_spherized	all_data
atracurium	5	0.12 uM	0.565	0.0042694016046219	Cell Painting	non_spherized	all_data
atrasentan	5	0.12 uM	0.454	0.0346975220582299	Cell Painting	non_spherized	all_data
av-608	5	0.12 uM	0.64	-0.0154657009133417	Cell Painting	non_spherized	all_data
avagacestat	5	0.12 uM	0.036	0.230149155630114	Cell Painting	non_spherized	all_data
avanafil	5	0.12 uM	0.584	-0.0015781202364319	Cell Painting	non_spherized	all_data
avasimibe	5	0.12 uM	0.576	0.0013440860215053	Cell Painting	non_spherized	all_data
avl-292	5	0.12 uM	0.565	0.0046504455712142	Cell Painting	non_spherized	all_data
avn-944	5	0.12 uM	0.586	-0.0019857934532592	Cell Painting	non_spherized	all_data
azacitidine	5	0.12 uM	0.105	0.1715505330428071	Cell Painting	non_spherized	all_data
azathioprine	5	0.12 uM	0.581	-2.09550282967777e-07	Cell Painting	non_spherized	all_data
azd1208	5	0.12 uM	0.012	0.3158405966195451	Cell Painting	non_spherized	all_data
azd1480	5	0.12 uM	0.576	0.0013152884811679	Cell Painting	non_spherized	all_data
azd1981	5	0.12 uM	0.584	-0.0014502696202639	Cell Painting	non_spherized	all_data
