compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
co-102862	5	1.11 uM	0.461	0.0222816915367728	Cell Painting	non_spherized	all_data
cobimetinib	4	1.11 uM	0.453	0.016731644063294	Cell Painting	non_spherized	all_data
colchicine	4	1.11 uM	0.459	0.0149189047025413	Cell Painting	non_spherized	all_data
colforsin-daproate	5	1.11 uM	0.551	0.0013440860215516	Cell Painting	non_spherized	all_data
combretastatin-a-4	5	1.11 uM	0.0	0.5675503687609094	Cell Painting	non_spherized	all_data
conivaptan	2	1.11 uM	0.428	0.0480671843137149	Cell Painting	non_spherized	all_data
cordycepin	5	1.11 uM	0.564	-0.0014256641609154	Cell Painting	non_spherized	all_data
cp-945,598	5	1.11 uM	0.546	0.0024856006867092	Cell Painting	non_spherized	all_data
cpi-1189	5	1.11 uM	0.539	0.0054188528093277	Cell Painting	non_spherized	all_data
cpi-613	5	1.11 uM	0.559	-0.0006916674324108	Cell Painting	non_spherized	all_data
cromoglicic-acid	5	1.11 uM	0.002	0.4077577644847825	Cell Painting	non_spherized	all_data
ct-7758	5	1.11 uM	0.0	0.8457105659242461	Cell Painting	non_spherized	all_data
cts-1027	5	1.11 uM	0.0	0.6616314396799157	Cell Painting	non_spherized	all_data
curcumin	5	1.11 uM	0.239	0.088766840491903	Cell Painting	non_spherized	all_data
cx-4945	5	1.11 uM	0.091	0.1719780420230496	Cell Painting	non_spherized	all_data
cx-5461	5	1.11 uM	0.536	0.0059202713616176	Cell Painting	non_spherized	all_data
cx516	5	1.11 uM	0.551	0.0013242078610538	Cell Painting	non_spherized	all_data
cyanocobalamin	5	1.11 uM	0.086	0.1737188217221756	Cell Painting	non_spherized	all_data
cyclizine	5	1.11 uM	0.551	0.0015212389148335	Cell Painting	non_spherized	all_data
cyclobenzaprine	2	1.11 uM	0.558	-0.0290246421887345	Cell Painting	non_spherized	all_data
cyclosporin-a	5	1.11 uM	0.458	0.0229317312827926	Cell Painting	non_spherized	all_data
cyproheptadine	5	1.11 uM	0.218	0.0967500001602893	Cell Painting	non_spherized	all_data
cyproterone-acetate	5	1.11 uM	0.371	0.0490133687673156	Cell Painting	non_spherized	all_data
cytarabine	5	1.11 uM	0.555	-0.0002162155792552	Cell Painting	non_spherized	all_data
cytisine	5	1.11 uM	0.562	-0.0013440860214991	Cell Painting	non_spherized	all_data
d-serine	5	1.11 uM	0.562	-0.0012621617648844	Cell Painting	non_spherized	all_data
dabigatran-etexilate	5	1.11 uM	0.586	-0.0084959999992044	Cell Painting	non_spherized	all_data
dabrafenib	5	1.11 uM	0.551	0.0018781338465767	Cell Painting	non_spherized	all_data
dacarbazine	5	1.11 uM	0.547	0.0021363345359561	Cell Painting	non_spherized	all_data
dacinostat	5	1.11 uM	0.0	0.5608676141140339	Cell Painting	non_spherized	all_data
dacomitinib	5	1.11 uM	0.564	-0.001479168511983	Cell Painting	non_spherized	all_data
danazol	5	1.11 uM	0.531	0.0076683634496627	Cell Painting	non_spherized	all_data
danegaptide	5	1.11 uM	0.184	0.1101696993138667	Cell Painting	non_spherized	all_data
dantrolene	5	1.11 uM	0.554	-9.437979911486316e-16	Cell Painting	non_spherized	all_data
danusertib	5	1.11 uM	0.001	0.4291961747337399	Cell Painting	non_spherized	all_data
dapagliflozin	5	1.11 uM	0.559	-0.0007678925348175	Cell Painting	non_spherized	all_data
dapivirine	5	1.11 uM	0.091	0.1710965713563667	Cell Painting	non_spherized	all_data
dapsone	5	1.11 uM	0.07	0.1829819624535387	Cell Painting	non_spherized	all_data
darifenacin	5	1.11 uM	0.565	-0.0020640397351028	Cell Painting	non_spherized	all_data
darunavir	5	1.11 uM	0.562	-0.0012451728520191	Cell Painting	non_spherized	all_data
dasabuvir	4	1.11 uM	0.515	-0.0002851143938314	Cell Painting	non_spherized	all_data
dasatinib	5	1.11 uM	0.0	0.6358130131934485	Cell Painting	non_spherized	all_data
dazoxiben	5	1.11 uM	0.035	0.2283973186554512	Cell Painting	non_spherized	all_data
decitabine	5	1.11 uM	0.002	0.400557748725687	Cell Painting	non_spherized	all_data
defactinib	2	1.11 uM	0.501	0.0027963132879189	Cell Painting	non_spherized	all_data
deferasirox	5	1.11 uM	0.0	0.725789839233952	Cell Painting	non_spherized	all_data
deferiprone	5	1.11 uM	0.546	0.0024378424429732	Cell Painting	non_spherized	all_data
deforolimus	5	1.11 uM	0.547	0.0023226367684606	Cell Painting	non_spherized	all_data
dehydroepiandrosterone	5	1.11 uM	0.4	0.0385256661986256	Cell Painting	non_spherized	all_data
delanzomib	5	1.11 uM	0.029	0.2411922526482924	Cell Painting	non_spherized	all_data
delivert	5	1.11 uM	0.559	-0.0006867113364584	Cell Painting	non_spherized	all_data
deoxycholic-acid	5	1.11 uM	0.045	0.2061647616097117	Cell Painting	non_spherized	all_data
dequalinium	5	1.11 uM	0.551	0.0016805158043717	Cell Painting	non_spherized	all_data
desmopressin-acetate	5	1.11 uM	0.564	-0.0015956983994636	Cell Painting	non_spherized	all_data
dexamethasone	10	1.11 uM	0.56	0.0060756335160416	Cell Painting	non_spherized	all_data
dexfenfluramine	5	1.11 uM	0.472	0.0196134419319613	Cell Painting	non_spherized	all_data
dexloxiglumide	5	1.11 uM	0.109	0.1563351386377586	Cell Painting	non_spherized	all_data
dexniguldipine	2	1.11 uM	0.503	0.0017874628395618	Cell Painting	non_spherized	all_data
dextromethorphan	5	1.11 uM	0.013	0.2815634616165456	Cell Painting	non_spherized	all_data
diacerein	5	1.11 uM	0.553	0.0005381027825122	Cell Painting	non_spherized	all_data
diazepam	5	1.11 uM	0.414	0.0328274358060059	Cell Painting	non_spherized	all_data
diazoxide	5	1.11 uM	0.512	0.0124035166004459	Cell Painting	non_spherized	all_data
diclofenac	5	1.11 uM	0.555	-0.0002361485077634	Cell Painting	non_spherized	all_data
diclofensine	5	1.11 uM	0.567	-0.0025746126267396	Cell Painting	non_spherized	all_data
dicloxacillin	5	1.11 uM	0.117	0.1520413451181405	Cell Painting	non_spherized	all_data
dicoumarol	5	1.11 uM	0.567	-0.0026813373458608	Cell Painting	non_spherized	all_data
dideoxyadenosine	5	1.11 uM	0.487	0.0156689587077795	Cell Painting	non_spherized	all_data
dienogest	5	1.11 uM	0.245	0.0863674474427753	Cell Painting	non_spherized	all_data
diethylcarbamazine	5	1.11 uM	0.039	0.2252654022511372	Cell Painting	non_spherized	all_data
diethylstilbestrol	5	1.11 uM	0.564	-0.0017145492332655	Cell Painting	non_spherized	all_data
diflunisal	5	1.11 uM	0.001	0.4177021973992302	Cell Painting	non_spherized	all_data
dihydroergocristine	5	1.11 uM	0.564	-0.0016751818996445	Cell Painting	non_spherized	all_data
dihydroergotamine	5	1.11 uM	0.007	0.3285660065497792	Cell Painting	non_spherized	all_data
dilazep	5	1.11 uM	0.533	0.0071396129540744	Cell Painting	non_spherized	all_data
diltiazem	5	1.11 uM	0.378	0.047371790942419	Cell Painting	non_spherized	all_data
dimesna	5	1.11 uM	0.583	-0.0076348525473389	Cell Painting	non_spherized	all_data
dimethyl-fumarate	5	1.11 uM	0.546	0.002490532497255	Cell Painting	non_spherized	all_data
diminazene-aceturate	5	1.11 uM	0.554	0.0002683858140284	Cell Painting	non_spherized	all_data
dinaciclib	5	1.11 uM	0.0	0.995245994743304	Cell Painting	non_spherized	all_data
dinoprost	5	1.11 uM	0.564	-0.0014653787081767	Cell Painting	non_spherized	all_data
diosmin	5	1.11 uM	0.551	0.0013398043267203	Cell Painting	non_spherized	all_data
diphenidol	4	1.11 uM	0.254	0.0856210782744869	Cell Painting	non_spherized	all_data
dipraglurant	5	1.11 uM	0.562	-0.0013440860216636	Cell Painting	non_spherized	all_data
dipyridamole	5	1.11 uM	0.0	0.5388462348034315	Cell Painting	non_spherized	all_data
disopyramide	5	1.11 uM	0.006	0.337277897994068	Cell Painting	non_spherized	all_data
disulfiram	5	1.11 uM	0.004	0.3608819521406974	Cell Painting	non_spherized	all_data
dmp-777	5	1.11 uM	0.391	0.0424121476050085	Cell Painting	non_spherized	all_data
docetaxel	5	1.11 uM	0.0	0.7757762048600774	Cell Painting	non_spherized	all_data
dofequidar	5	1.11 uM	0.551	0.0013440860215064	Cell Painting	non_spherized	all_data
dolutegravir	5	1.11 uM	0.551	0.0018130327129891	Cell Painting	non_spherized	all_data
donepezil	5	1.11 uM	0.349	0.0561637673695744	Cell Painting	non_spherized	all_data
donitriptan	5	1.11 uM	0.551	0.001881793953959	Cell Painting	non_spherized	all_data
dopamine	2	1.11 uM	0.427	0.0507084099703383	Cell Painting	non_spherized	all_data
doramapimod	5	1.11 uM	0.555	-0.0003333375985531	Cell Painting	non_spherized	all_data
dorzolamide	5	1.11 uM	0.483	0.0170169773762475	Cell Painting	non_spherized	all_data
doxapram	5	1.11 uM	0.568	-0.0031104647306743	Cell Painting	non_spherized	all_data
doxazosin	5	1.11 uM	0.171	0.1142718832862856	Cell Painting	non_spherized	all_data
doxepin	5	1.11 uM	0.562	-0.0013440860214996	Cell Painting	non_spherized	all_data
doxifluridine	5	1.11 uM	0.257	0.0832161341544744	Cell Painting	non_spherized	all_data
doxofylline	5	1.11 uM	0.438	0.0277983014787733	Cell Painting	non_spherized	all_data
doxorubicin	5	1.11 uM	0.0	0.6690426137839227	Cell Painting	non_spherized	all_data
doxycycline-hyclate	5	1.11 uM	0.551	0.0016113246306376	Cell Painting	non_spherized	all_data
dpcpx	4	1.11 uM	0.02	0.2888047593337214	Cell Painting	non_spherized	all_data
dpi-201106	5	1.11 uM	0.029	0.2403352075761889	Cell Painting	non_spherized	all_data
dronedarone	5	1.11 uM	0.458	0.0228107497710335	Cell Painting	non_spherized	all_data
droperidol	5	1.11 uM	0.309	0.0668476230877685	Cell Painting	non_spherized	all_data
drospirenone	4	1.11 uM	0.269	0.0807957095729703	Cell Painting	non_spherized	all_data
du-728	5	1.11 uM	0.004	0.3507726213811933	Cell Painting	non_spherized	all_data
duloxetine	5	1.11 uM	0.551	0.0012872978839011	Cell Painting	non_spherized	all_data
dutasteride	5	1.11 uM	0.554	0.0001915554745879	Cell Painting	non_spherized	all_data
e-2012	5	1.11 uM	0.612	-0.0140618337739526	Cell Painting	non_spherized	all_data
ebselen	5	1.11 uM	0.571	-0.0047995278698664	Cell Painting	non_spherized	all_data
econazole	5	1.11 uM	0.567	-0.0025157243604617	Cell Painting	non_spherized	all_data
edoxaban	5	1.11 uM	0.028	0.2444440351612776	Cell Painting	non_spherized	all_data
edoxudine	5	1.11 uM	0.551	0.0016155527764529	Cell Painting	non_spherized	all_data
efaproxiral	2	1.11 uM	0.733	-0.1429029171288019	Cell Painting	non_spherized	all_data
efavirenz	2	1.11 uM	0.56	-0.0308884939905598	Cell Painting	non_spherized	all_data
eflornithine	5	1.11 uM	0.418	0.0318606821073319	Cell Painting	non_spherized	all_data
elesclomol	5	1.11 uM	0.387	0.0444149261141482	Cell Painting	non_spherized	all_data
ellagic-acid	5	1.11 uM	0.0	0.6113884434123569	Cell Painting	non_spherized	all_data
emd-1214063	5	1.11 uM	0.0	0.8375608921291249	Cell Painting	non_spherized	all_data
emd-53998	5	1.11 uM	0.173	0.1138947170336883	Cell Painting	non_spherized	all_data
emedastine	5	1.11 uM	0.553	0.0009349514744415	Cell Painting	non_spherized	all_data
emtricitabine	5	1.11 uM	0.437	0.0279446009019162	Cell Painting	non_spherized	all_data
enalapril	5	1.11 uM	0.551	0.001389011792803	Cell Painting	non_spherized	all_data
enoxacin	5	1.11 uM	0.562	-0.0013479820905213	Cell Painting	non_spherized	all_data
entecavir	5	1.11 uM	0.439	0.0269368408075077	Cell Painting	non_spherized	all_data
entinostat	5	1.11 uM	0.023	0.2593682291108195	Cell Painting	non_spherized	all_data
enzalutamide	5	1.11 uM	0.176	0.112179603291229	Cell Painting	non_spherized	all_data
enzastaurin	5	1.11 uM	0.544	0.0036298817543918	Cell Painting	non_spherized	all_data
eperezolid	5	1.11 uM	0.556	-0.0004253068690978	Cell Painting	non_spherized	all_data
epinastine	5	1.11 uM	0.217	0.0970714333059835	Cell Painting	non_spherized	all_data
epinephrine	5	1.11 uM	0.303	0.0690558401796538	Cell Painting	non_spherized	all_data
epirizole	2	1.11 uM	0.503	0.0017405950063929	Cell Painting	non_spherized	all_data
epirubicin	5	1.11 uM	0.0	0.6056550634941709	Cell Painting	non_spherized	all_data
epitiostanol	4	1.11 uM	0.003	0.442230510216023	Cell Painting	non_spherized	all_data
epothilone-b	5	1.11 uM	0.546	0.0024628759946602	Cell Painting	non_spherized	all_data
equol	5	1.11 uM	0.277	0.0771766033626499	Cell Painting	non_spherized	all_data
ercalcitriol	5	1.11 uM	0.042	0.2156492794753806	Cell Painting	non_spherized	all_data
erlotinib	5	1.11 uM	0.547	0.0022770691146781	Cell Painting	non_spherized	all_data
erteberel	5	1.11 uM	0.551	0.0013440860215059	Cell Painting	non_spherized	all_data
erythromycin	10	1.11 uM	0.006	0.1702566494171982	Cell Painting	non_spherized	all_data
escitalopram	5	1.11 uM	0.139	0.13676715699629	Cell Painting	non_spherized	all_data
esmolol	5	1.11 uM	0.551	0.0011092841577469	Cell Painting	non_spherized	all_data
estramustine	5	1.11 uM	0.551	0.0020356070350663	Cell Painting	non_spherized	all_data
estramustine-phosphate	4	1.11 uM	0.345	0.0490590496039317	Cell Painting	non_spherized	all_data
estriol	5	1.11 uM	0.547	0.0023251933200717	Cell Painting	non_spherized	all_data
estrone	2	1.11 uM	0.594	-0.0505933556930329	Cell Painting	non_spherized	all_data
etacrynic-acid	5	1.11 uM	0.557	-0.0005237709756079	Cell Painting	non_spherized	all_data
etanidazole	5	1.11 uM	0.553	0.0007168529377946	Cell Painting	non_spherized	all_data
etazolate	5	1.11 uM	0.563	-0.0013817754733006	Cell Painting	non_spherized	all_data
ethinyl-estradiol	4	1.11 uM	0.507	0.0015000698200063	Cell Painting	non_spherized	all_data
ethylenediaminetetraacetic-acid	5	1.11 uM	0.551	0.0015659839101246	Cell Painting	non_spherized	all_data
etizolam	5	1.11 uM	0.405	0.0362454919411624	Cell Painting	non_spherized	all_data
etodolac	5	1.11 uM	0.515	0.0117782413143839	Cell Painting	non_spherized	all_data
etofylline-clofibrate	5	1.11 uM	0.566	-0.0023040511884698	Cell Painting	non_spherized	all_data
etomidate	5	1.11 uM	0.553	0.0006280588202043	Cell Painting	non_spherized	all_data
etomoxir	5	1.11 uM	0.444	0.0262566642258645	Cell Painting	non_spherized	all_data
etoposide	5	1.11 uM	0.554	0.0001423510799231	Cell Painting	non_spherized	all_data
etoricoxib	5	1.11 uM	0.015	0.274253702910528	Cell Painting	non_spherized	all_data
etravirine	5	1.11 uM	0.445	0.0258744890194575	Cell Painting	non_spherized	all_data
eugenol	5	1.11 uM	0.551	0.0011696421793551	Cell Painting	non_spherized	all_data
everolimus	5	1.11 uM	0.0	0.7609863106501403	Cell Painting	non_spherized	all_data
evp-6124	5	1.11 uM	0.0	0.7368859066182682	Cell Painting	non_spherized	all_data
exalamide	5	1.11 uM	0.176	0.1126416851355661	Cell Painting	non_spherized	all_data
exemestane	5	1.11 uM	0.473	0.0195031039263213	Cell Painting	non_spherized	all_data
exherin	5	1.11 uM	0.542	0.0047387226063707	Cell Painting	non_spherized	all_data
fadrozole	5	1.11 uM	0.365	0.0508085870560689	Cell Painting	non_spherized	all_data
famciclovir	5	1.11 uM	0.547	0.0021592336047207	Cell Painting	non_spherized	all_data
famotidine	4	1.11 uM	0.509	0.0013533348023589	Cell Painting	non_spherized	all_data
faropenem	5	1.11 uM	0.553	0.0007576157916924	Cell Painting	non_spherized	all_data
fasudil	5	1.11 uM	0.553	0.0009104219854865	Cell Painting	non_spherized	all_data
favipiravir	5	1.11 uM	0.627	-0.0192862149361263	Cell Painting	non_spherized	all_data
fdcyd	5	1.11 uM	0.0	0.6307962570608661	Cell Painting	non_spherized	all_data
febuxostat	5	1.11 uM	0.232	0.091965231976916	Cell Painting	non_spherized	all_data
felbinac	5	1.11 uM	0.567	-0.0023738831223673	Cell Painting	non_spherized	all_data
felodipine	5	1.11 uM	0.551	0.0013892369708568	Cell Painting	non_spherized	all_data
fenobam	5	1.11 uM	0.473	0.0192603088202681	Cell Painting	non_spherized	all_data
fenoterol	5	1.11 uM	0.564	-0.0016230220491903	Cell Painting	non_spherized	all_data
fenticonazole	5	1.11 uM	0.278	0.0763775379861704	Cell Painting	non_spherized	all_data
fexofenadine	5	1.11 uM	0.551	0.0013440860215502	Cell Painting	non_spherized	all_data
fiacitabine	5	1.11 uM	0.568	-0.0030539399057588	Cell Painting	non_spherized	all_data
fidarestat	5	1.11 uM	0.559	-0.0006673776098496	Cell Painting	non_spherized	all_data
fidaxomicin	5	1.11 uM	0.551	0.0013876692257777	Cell Painting	non_spherized	all_data
filgotinib	5	1.11 uM	0.551	0.0012723175334982	Cell Painting	non_spherized	all_data
finasteride	5	1.11 uM	0.072	0.1824359669188131	Cell Painting	non_spherized	all_data
fipronil	5	1.11 uM	0.562	-0.0013483087848779	Cell Painting	non_spherized	all_data
firategrast	5	1.11 uM	0.562	-0.0013440860215053	Cell Painting	non_spherized	all_data
flavoxate	5	1.11 uM	0.032	0.2326525565938914	Cell Painting	non_spherized	all_data
flecainide	5	1.11 uM	0.109	0.1560039950680396	Cell Painting	non_spherized	all_data
floxuridine	5	1.11 uM	0.0	0.9242416163399384	Cell Painting	non_spherized	all_data
fluconazole	5	1.11 uM	0.555	-0.0002077871744432	Cell Painting	non_spherized	all_data
fludarabine-phosphate	5	1.11 uM	0.405	0.0358910888977619	Cell Painting	non_spherized	all_data
fludroxycortide	5	1.11 uM	0.128	0.1428555021727451	Cell Painting	non_spherized	all_data
flumatinib	5	1.11 uM	0.562	-0.001313639744919	Cell Painting	non_spherized	all_data
flumazenil	5	1.11 uM	0.244	0.0873808004045078	Cell Painting	non_spherized	all_data
fluocinonide	5	1.11 uM	0.0	0.816405575968381	Cell Painting	non_spherized	all_data
fluorometholone	5	1.11 uM	0.0	0.6217646156277805	Cell Painting	non_spherized	all_data
fluorouracil	5	1.11 uM	0.562	-0.0013316173975261	Cell Painting	non_spherized	all_data
fluoxetine	5	1.11 uM	0.543	0.0044384293667133	Cell Painting	non_spherized	all_data
fluphenazine	5	1.11 uM	0.564	-0.0016157491374203	Cell Painting	non_spherized	all_data
fluspirilene	5	1.11 uM	0.128	0.1458616417908926	Cell Painting	non_spherized	all_data
flutamide	5	1.11 uM	0.551	0.0012880161296131	Cell Painting	non_spherized	all_data
fluticasone	5	1.11 uM	0.503	0.0138314891984496	Cell Painting	non_spherized	all_data
flutrimazole	4	1.11 uM	0.223	0.1002062964290994	Cell Painting	non_spherized	all_data
fluvoxamine	5	1.11 uM	0.553	0.0006985915707363	Cell Painting	non_spherized	all_data
folic-acid	5	1.11 uM	0.551	0.0013382675778241	Cell Painting	non_spherized	all_data
fomepizole	5	1.11 uM	0.407	0.0354862382896946	Cell Painting	non_spherized	all_data
fomocaine	5	1.11 uM	0.544	0.0035289439037504	Cell Painting	non_spherized	all_data
foretinib	4	1.11 uM	0.29	0.0718244486881687	Cell Painting	non_spherized	all_data
formestane	5	1.11 uM	0.251	0.0843369572283978	Cell Painting	non_spherized	all_data
formoterol	5	1.11 uM	0.566	-0.0023114098737936	Cell Painting	non_spherized	all_data
forskolin	5	1.11 uM	0.559	-0.0006353851685779	Cell Painting	non_spherized	all_data
fosfomycin	5	1.11 uM	0.092	0.1692841091389708	Cell Painting	non_spherized	all_data
fostamatinib	5	1.11 uM	0.0	0.9530521990895592	Cell Painting	non_spherized	all_data
fpl-62064	5	1.11 uM	0.0	0.6058921901894938	Cell Painting	non_spherized	all_data
ftorafur	5	1.11 uM	0.567	-0.0023534069697554	Cell Painting	non_spherized	all_data
fulvestrant	4	1.11 uM	0.52	-0.0026978123007416	Cell Painting	non_spherized	all_data
fusidic-acid	5	1.11 uM	0.546	0.0024451929362501	Cell Painting	non_spherized	all_data
gabapentin	5	1.11 uM	0.0	0.4818321844106005	Cell Painting	non_spherized	all_data
galeterone	5	1.11 uM	0.0	0.591612527989585	Cell Painting	non_spherized	all_data
ganaxolone	5	1.11 uM	0.554	3.27939715313863e-14	Cell Painting	non_spherized	all_data
gatifloxacin	5	1.11 uM	0.571	-0.0046285454643604	Cell Painting	non_spherized	all_data
gdc-0068	5	1.11 uM	0.442	0.0264570304688063	Cell Painting	non_spherized	all_data
gdc-0152	5	1.11 uM	0.543	0.0042692276214077	Cell Painting	non_spherized	all_data
gdc-0199	5	1.11 uM	0.54	0.0052692748734912	Cell Painting	non_spherized	all_data
gdc-0834	5	1.11 uM	0.544	0.0034969847167314	Cell Painting	non_spherized	all_data
gefitinib	5	1.11 uM	0.536	0.0058449277815413	Cell Painting	non_spherized	all_data
gemcitabine	5	1.11 uM	0.007	0.3213070147311662	Cell Painting	non_spherized	all_data
gemfibrozil	5	1.11 uM	0.0	0.7243362001824651	Cell Painting	non_spherized	all_data
gemifloxacin	2	1.11 uM	0.495	0.0050998595050026	Cell Painting	non_spherized	all_data
genz-644282	5	1.11 uM	0.211	0.1017476193770976	Cell Painting	non_spherized	all_data
gestrinone	5	1.11 uM	0.543	0.0038829692401102	Cell Painting	non_spherized	all_data
gimeracil	5	1.11 uM	0.473	0.0183351359743192	Cell Painting	non_spherized	all_data
ginkgolide-b	5	1.11 uM	0.548	0.0020964514596818	Cell Painting	non_spherized	all_data
glasdegib	5	1.11 uM	0.509	0.0125938819550493	Cell Painting	non_spherized	all_data
gliclazide	5	1.11 uM	0.0	0.7872209156123531	Cell Painting	non_spherized	all_data
glimepiride	5	1.11 uM	0.168	0.1170740673148669	Cell Painting	non_spherized	all_data
glipizide	5	1.11 uM	0.029	0.2416278138679565	Cell Painting	non_spherized	all_data
gliquidone	5	1.11 uM	0.569	-0.004103583980597	Cell Painting	non_spherized	all_data
glycitein	5	1.11 uM	0.295	0.0717779251982694	Cell Painting	non_spherized	all_data
glycopyrrolate	5	1.11 uM	0.554	-1.2914352189247538e-06	Cell Painting	non_spherized	all_data
golvatinib	5	1.11 uM	0.544	0.0028285169906989	Cell Painting	non_spherized	all_data
goserelin-acetate	5	1.11 uM	0.559	-0.0007807323765925	Cell Painting	non_spherized	all_data
granisetron	5	1.11 uM	0.553	0.0009195057923385	Cell Painting	non_spherized	all_data
grazoprevir	5	1.11 uM	0.483	0.0170464182908846	Cell Painting	non_spherized	all_data
griseofulvin	5	1.11 uM	0.555	-0.0002523520472865	Cell Painting	non_spherized	all_data
gsk1292263	5	1.11 uM	0.526	0.0088977643020251	Cell Painting	non_spherized	all_data
gsk2110183	5	1.11 uM	0.418	0.0317666030177289	Cell Painting	non_spherized	all_data
gsk256066	2	1.11 uM	0.503	0.0018515902956948	Cell Painting	non_spherized	all_data
gsk2636771	5	1.11 uM	0.577	-0.0061009571505345	Cell Painting	non_spherized	all_data
guanabenz	5	1.11 uM	0.554	0.000122446303422	Cell Painting	non_spherized	all_data
guanadrel	5	1.11 uM	0.403	0.037601987053925	Cell Painting	non_spherized	all_data
guanethidine	5	1.11 uM	0.562	-0.0013435448664292	Cell Painting	non_spherized	all_data
gw842166	5	1.11 uM	0.512	0.0120790704598974	Cell Painting	non_spherized	all_data
halcinonide	5	1.11 uM	0.364	0.0516127991945008	Cell Painting	non_spherized	all_data
haloperidol	5	1.11 uM	0.002	0.4119332710005335	Cell Painting	non_spherized	all_data
hc-030031	5	1.11 uM	0.544	0.0031862375959395	Cell Painting	non_spherized	all_data
hesperidin	5	1.11 uM	0.551	0.0012979598322978	Cell Painting	non_spherized	all_data
hexachlorophene	5	1.11 uM	0.564	-0.0014972337026464	Cell Painting	non_spherized	all_data
histamine	4	1.11 uM	0.369	0.0415799556032662	Cell Painting	non_spherized	all_data
homochlorcyclizine	5	1.11 uM	0.568	-0.0032506134688204	Cell Painting	non_spherized	all_data
homoharringtonine	5	1.11 uM	0.492	0.0147890151800865	Cell Painting	non_spherized	all_data
honokiol	5	1.11 uM	0.369	0.0494525461211271	Cell Painting	non_spherized	all_data
hydrocortisone	5	1.11 uM	0.546	0.0025464938532154	Cell Painting	non_spherized	all_data
hydroxyurea	5	1.11 uM	0.571	-0.0045402202115935	Cell Painting	non_spherized	all_data
hymecromone	5	1.11 uM	0.001	0.4242140421955236	Cell Painting	non_spherized	all_data
hypericin	5	1.11 uM	0.597	-0.0109555068503535	Cell Painting	non_spherized	all_data
i-bet-762	5	1.11 uM	0.546	0.0026218824114611	Cell Painting	non_spherized	all_data
ib-meca	5	1.11 uM	0.547	0.0023127353043998	Cell Painting	non_spherized	all_data
ibrutinib	5	1.11 uM	0.089	0.17221679764601	Cell Painting	non_spherized	all_data
ibudilast	5	1.11 uM	0.004	0.357530427510044	Cell Painting	non_spherized	all_data
ibuprofen	5	1.11 uM	0.03	0.2363915380480857	Cell Painting	non_spherized	all_data
ibutamoren	5	1.11 uM	0.564	-0.0016606790362539	Cell Painting	non_spherized	all_data
ici-162846	5	1.11 uM	0.569	-0.0040365184840345	Cell Painting	non_spherized	all_data
ici-185,282	5	1.11 uM	0.551	0.0019652219205962	Cell Painting	non_spherized	all_data
ici-192605	5	1.11 uM	0.551	0.0017048159048894	Cell Painting	non_spherized	all_data
idalopirdine	5	1.11 uM	0.551	0.0013114480508196	Cell Painting	non_spherized	all_data
idelalisib	5	1.11 uM	0.3	0.0695449339339857	Cell Painting	non_spherized	all_data
idoxuridin	5	1.11 uM	0.534	0.0068699771918968	Cell Painting	non_spherized	all_data
ifosfamide	5	1.11 uM	0.564	-0.0016764073990068	Cell Painting	non_spherized	all_data
iguratimod	5	1.11 uM	0.091	0.1720276420384138	Cell Painting	non_spherized	all_data
ilomastat	5	1.11 uM	0.51	0.0124504362583644	Cell Painting	non_spherized	all_data
imatinib	5	1.11 uM	0.458	0.0226739498830001	Cell Painting	non_spherized	all_data
imexon	5	1.11 uM	0.551	0.0016468006432247	Cell Painting	non_spherized	all_data
imiloxan	5	1.11 uM	0.551	0.0015210223073882	Cell Painting	non_spherized	all_data
imipramine	2	1.11 uM	0.503	0.0016129190435973	Cell Painting	non_spherized	all_data
imiquimod	5	1.11 uM	0.612	-0.0141072251563872	Cell Painting	non_spherized	all_data
indacaterol	5	1.11 uM	0.564	-0.0015399230674883	Cell Painting	non_spherized	all_data
indapamide	5	1.11 uM	0.551	0.0012229897761264	Cell Painting	non_spherized	all_data
indibulin	5	1.11 uM	0.327	0.0621996425942163	Cell Painting	non_spherized	all_data
indinavir	5	1.11 uM	0.179	0.1118773162796844	Cell Painting	non_spherized	all_data
indiplon	5	1.11 uM	0.554	-0.0001345700903504	Cell Painting	non_spherized	all_data
indirubin	5	1.11 uM	0.551	0.0011788974462034	Cell Painting	non_spherized	all_data
indobufen	5	1.11 uM	0.554	1.5806258212014423e-14	Cell Painting	non_spherized	all_data
indole	4	1.11 uM	0.24	0.0923839967414291	Cell Painting	non_spherized	all_data
indoprofen	2	1.11 uM	0.498	0.0042145697705159	Cell Painting	non_spherized	all_data
indoramin	5	1.11 uM	0.042	0.2141953173055621	Cell Painting	non_spherized	all_data
ingenol-mebutate	5	1.11 uM	0.011	0.2898404593808581	Cell Painting	non_spherized	all_data
iniparib	5	1.11 uM	0.506	0.013042458741392	Cell Painting	non_spherized	all_data
inosine	5	1.11 uM	0.001	0.4460265129360927	Cell Painting	non_spherized	all_data
inositol	5	1.11 uM	0.127	0.1464692217138439	Cell Painting	non_spherized	all_data
iowh032	5	1.11 uM	0.35	0.0555567365920574	Cell Painting	non_spherized	all_data
ipratropium	5	1.11 uM	0.548	0.0021197590686467	Cell Painting	non_spherized	all_data
ipriflavone	5	1.11 uM	0.554	-9.634054347342868e-05	Cell Painting	non_spherized	all_data
irinotecan	5	1.11 uM	0.562	-0.0013127592828554	Cell Painting	non_spherized	all_data
