compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
l-name	5	0.12 uM	0.0	0.0882376760502557	Cell Painting	spherized	all_data
labetalol	5	0.12 uM	0.025	0.0355602666953033	Cell Painting	spherized	all_data
lacitol	5	0.12 uM	0.001	0.0575666800528864	Cell Painting	spherized	all_data
lacosamide	5	0.12 uM	0.07	0.0278746887995247	Cell Painting	spherized	all_data
lamivudine	4	0.12 uM	0.121	0.024971725787491	Cell Painting	spherized	all_data
lamotrigine	5	0.12 uM	0.287	0.0130689651025983	Cell Painting	spherized	all_data
lapatinib	5	0.12 uM	0.0	0.1102301130863151	Cell Painting	spherized	all_data
latanoprost	5	0.12 uM	0.009	0.0417925291673395	Cell Painting	spherized	all_data
lcl-161	5	0.12 uM	0.0	0.2942872918319461	Cell Painting	spherized	all_data
ledipasvir	5	0.12 uM	0.001	0.0585150183339687	Cell Painting	spherized	all_data
leflunomide	5	0.12 uM	0.0	0.1577690762851493	Cell Painting	spherized	all_data
lenalidomide	5	0.12 uM	0.0	0.1041960181766092	Cell Painting	spherized	all_data
lenvatinib	2	0.12 uM	0.014	0.1098593850350483	Cell Painting	spherized	all_data
lerisetron	5	0.12 uM	0.068	0.0282936785098055	Cell Painting	spherized	all_data
lestaurtinib	5	0.12 uM	0.0	0.5718818564340373	Cell Painting	spherized	all_data
letermovir	5	0.12 uM	0.057	0.0300833504217942	Cell Painting	spherized	all_data
levalbuterol	5	0.12 uM	0.004	0.0496513049844367	Cell Painting	spherized	all_data
levamisole	5	0.12 uM	0.0	0.0689708302671027	Cell Painting	spherized	all_data
levcromakalim	5	0.12 uM	0.308	0.0122753482170567	Cell Painting	spherized	all_data
levobunolol	5	0.12 uM	0.0	0.1296000448048641	Cell Painting	spherized	all_data
levocabastine	5	0.12 uM	0.0	0.0752233053295436	Cell Painting	spherized	all_data
levocetirizine	5	0.12 uM	0.064	0.0287489353141132	Cell Painting	spherized	all_data
levofloxacin	5	0.12 uM	0.008	0.0422124361708722	Cell Painting	spherized	all_data
levomequitazine	5	0.12 uM	0.0	0.0670093294935341	Cell Painting	spherized	all_data
levonorgestrel	5	0.12 uM	0.0	0.1731494234458921	Cell Painting	spherized	all_data
levosimendan	4	0.12 uM	0.129	0.0240419070618139	Cell Painting	spherized	all_data
levothyroxine	5	0.12 uM	0.287	0.0130701977198981	Cell Painting	spherized	all_data
licochalcone-a	5	0.12 uM	0.061	0.02910310023681	Cell Painting	spherized	all_data
lidamidine	5	0.12 uM	0.007	0.0464647588678813	Cell Painting	spherized	all_data
lidocaine	5	0.12 uM	0.003	0.0513093606061832	Cell Painting	spherized	all_data
lidoflazine	5	0.12 uM	0.001	0.0625799128777727	Cell Painting	spherized	all_data
linezolid	5	0.12 uM	0.0	0.4786556254894571	Cell Painting	spherized	all_data
linifanib	5	0.12 uM	0.166	0.019798092784094	Cell Painting	spherized	all_data
linopirdine	5	0.12 uM	0.008	0.0444841698544528	Cell Painting	spherized	all_data
linsitinib	5	0.12 uM	0.0	0.1481163884159751	Cell Painting	spherized	all_data
liranaftate	5	0.12 uM	0.0	0.0874318178735685	Cell Painting	spherized	all_data
lisofylline	5	0.12 uM	0.108	0.0237164980354618	Cell Painting	spherized	all_data
lobenzarit	5	0.12 uM	0.001	0.0543908341863288	Cell Painting	spherized	all_data
lodoxamide	5	0.12 uM	0.356	0.0098398042252026	Cell Painting	spherized	all_data
lofexidine	4	0.12 uM	0.16	0.0211679747306887	Cell Painting	spherized	all_data
lomeguatrib	5	0.12 uM	0.274	0.0134562712012164	Cell Painting	spherized	all_data
lomerizine	5	0.12 uM	0.027	0.0351776397168112	Cell Painting	spherized	all_data
lomitapide	5	0.12 uM	0.0	0.0783551165847085	Cell Painting	spherized	all_data
lonidamine	5	0.12 uM	0.031	0.0343499705582979	Cell Painting	spherized	all_data
loperamide	5	0.12 uM	0.043	0.0325732763814713	Cell Painting	spherized	all_data
loratadine	5	0.12 uM	0.048	0.0317870028521338	Cell Painting	spherized	all_data
lorazepam	5	0.12 uM	0.0	0.1011064352830615	Cell Painting	spherized	all_data
lorcaserin	5	0.12 uM	0.07	0.0280809342029164	Cell Painting	spherized	all_data
lorglumide	5	0.12 uM	0.03	0.0349463035273205	Cell Painting	spherized	all_data
losmapimod	5	0.12 uM	0.0	0.0726041329826938	Cell Painting	spherized	all_data
loxoprofen	2	0.12 uM	0.08	0.0651431888131599	Cell Painting	spherized	all_data
lucitanib	5	0.12 uM	0.01	0.0410241135185581	Cell Painting	spherized	all_data
luliconazole	5	0.12 uM	0.005	0.0471897624051412	Cell Painting	spherized	all_data
lupanine	5	0.12 uM	0.411	0.0068334504829539	Cell Painting	spherized	all_data
lx1031	5	0.12 uM	0.0	0.0723286074865659	Cell Painting	spherized	all_data
ly2228820	5	0.12 uM	0.0	0.1319278100675611	Cell Painting	spherized	all_data
ly2334737	5	0.12 uM	0.0	0.1006801581883515	Cell Painting	spherized	all_data
ly2784544	5	0.12 uM	0.0	0.1333442575633853	Cell Painting	spherized	all_data
ly2811376	5	0.12 uM	0.417	0.006644849279852	Cell Painting	spherized	all_data
ly2874455	5	0.12 uM	0.0	0.8183515164170263	Cell Painting	spherized	all_data
ly2886721	5	0.12 uM	0.008	0.0442612209512394	Cell Painting	spherized	all_data
manumycin-a	5	0.12 uM	0.119	0.0226976360607142	Cell Painting	spherized	all_data
maprotiline	5	0.12 uM	0.0	0.081982352609505	Cell Painting	spherized	all_data
maraviroc	5	0.12 uM	0.0	0.0693459982204169	Cell Painting	spherized	all_data
maribavir	5	0.12 uM	0.976	-0.0271719594180082	Cell Painting	spherized	all_data
marimastat	5	0.12 uM	0.0	0.0701744153691808	Cell Painting	spherized	all_data
masitinib	5	0.12 uM	0.216	0.0162338775497184	Cell Painting	spherized	all_data
masoprocol	5	0.12 uM	0.028	0.0350512074709698	Cell Painting	spherized	all_data
maxacalcitol	5	0.12 uM	0.0	0.0778164751200119	Cell Painting	spherized	all_data
mazindol	5	0.12 uM	0.506	0.0030160284833028	Cell Painting	spherized	all_data
mbx-2982	5	0.12 uM	0.055	0.0307205457174733	Cell Painting	spherized	all_data
mcpp	5	0.12 uM	0.719	-0.0056146958561017	Cell Painting	spherized	all_data
mebendazole	5	0.12 uM	0.123	0.0224912064669695	Cell Painting	spherized	all_data
mecamylamine	5	0.12 uM	0.0	0.0769672048457621	Cell Painting	spherized	all_data
meclozine	5	0.12 uM	0.016	0.0379985028054839	Cell Painting	spherized	all_data
medrysone	5	0.12 uM	0.0	0.4449755830810557	Cell Painting	spherized	all_data
meglitinide	5	0.12 uM	0.0	0.2033907951737018	Cell Painting	spherized	all_data
meisoindigo	5	0.12 uM	0.0	0.2143619093120031	Cell Painting	spherized	all_data
mek162	5	0.12 uM	0.0	0.3077414832116801	Cell Painting	spherized	all_data
melatonin	5	0.12 uM	0.224	0.01561762357937	Cell Painting	spherized	all_data
meloxicam	5	0.12 uM	0.095	0.0248286597385818	Cell Painting	spherized	all_data
melperone	5	0.12 uM	0.158	0.0203070145866801	Cell Painting	spherized	all_data
menadione	5	0.12 uM	0.0	0.0723139475612458	Cell Painting	spherized	all_data
mepacrine	5	0.12 uM	0.008	0.0443715236558034	Cell Painting	spherized	all_data
mepazine	5	0.12 uM	0.008	0.0422137183563418	Cell Painting	spherized	all_data
mephentermine	5	0.12 uM	0.0	0.0801184509822236	Cell Painting	spherized	all_data
mepyramine	5	0.12 uM	0.273	0.0135446998780747	Cell Painting	spherized	all_data
merbarone	5	0.12 uM	0.008	0.0445679200851123	Cell Painting	spherized	all_data
mericitabine	5	0.12 uM	0.092	0.0251709411763823	Cell Painting	spherized	all_data
merimepodib	5	0.12 uM	0.126	0.0222583692852277	Cell Painting	spherized	all_data
mestranol	5	0.12 uM	0.0	0.0871438393743539	Cell Painting	spherized	all_data
mesulergine	5	0.12 uM	0.001	0.06277699928144	Cell Painting	spherized	all_data
metamizole	5	0.12 uM	0.576	-7.519560474815359e-05	Cell Painting	spherized	all_data
metenkephalin	5	0.12 uM	0.0	0.0733861218793316	Cell Painting	spherized	all_data
metergoline	5	0.12 uM	0.0	0.0703778619901885	Cell Painting	spherized	all_data
methazolamide	5	0.12 uM	0.0	0.1576842010061911	Cell Painting	spherized	all_data
methimazole	5	0.12 uM	0.0	0.1051732759439222	Cell Painting	spherized	all_data
methiopril	5	0.12 uM	0.705	-0.0049701303099176	Cell Painting	spherized	all_data
methocarbamol	5	0.12 uM	0.332	0.0114131225867223	Cell Painting	spherized	all_data
methoxsalen	5	0.12 uM	0.057	0.030145039966845	Cell Painting	spherized	all_data
methyldopa	5	0.12 uM	0.0	0.374736027106699	Cell Painting	spherized	all_data
methylnaltrexone	5	0.12 uM	0.0	0.0849541405466715	Cell Painting	spherized	all_data
methylprednisolone	5	0.12 uM	0.0	0.5660482901269318	Cell Painting	spherized	all_data
metixene	5	0.12 uM	0.008	0.0445026931791162	Cell Painting	spherized	all_data
metoclopramide	5	0.12 uM	0.004	0.0476636784080914	Cell Painting	spherized	all_data
metolazone	5	0.12 uM	0.0	0.0935452167846433	Cell Painting	spherized	all_data
mf-101	5	0.12 uM	0.012	0.0392057192771029	Cell Painting	spherized	all_data
mianserin	5	0.12 uM	0.118	0.0228426490920303	Cell Painting	spherized	all_data
mibampator	2	0.12 uM	0.28	0.0277897244971526	Cell Painting	spherized	all_data
mibefradil	5	0.12 uM	0.237	0.0149380806592596	Cell Painting	spherized	all_data
miconazole	5	0.12 uM	0.0	0.1411828575545989	Cell Painting	spherized	all_data
midodrine	5	0.12 uM	0.259	0.0142172695037994	Cell Painting	spherized	all_data
midostaurin	5	0.12 uM	0.0	0.1189927982562895	Cell Painting	spherized	all_data
mifobate	5	0.12 uM	0.22	0.0158985511327204	Cell Painting	spherized	all_data
miglitol	5	0.12 uM	0.012	0.0397339539859227	Cell Painting	spherized	all_data
milacemide	5	0.12 uM	0.056	0.0302947832823166	Cell Painting	spherized	all_data
milnacipran	5	0.12 uM	0.0	0.1086027643784883	Cell Painting	spherized	all_data
milrinone	5	0.12 uM	0.001	0.0606528440612997	Cell Painting	spherized	all_data
minaprine	4	0.12 uM	0.001	0.0864504212165707	Cell Painting	spherized	all_data
minoxidil	5	0.12 uM	0.067	0.0284240013072186	Cell Painting	spherized	all_data
mirodenafil	5	0.12 uM	0.0	0.0895986784992908	Cell Painting	spherized	all_data
mirtazapine	5	0.12 uM	0.188	0.0181530717926856	Cell Painting	spherized	all_data
mitomycin-c	5	0.12 uM	0.0	0.5960695608953355	Cell Painting	spherized	all_data
mk-0752	5	0.12 uM	0.113	0.0232203055750423	Cell Painting	spherized	all_data
mk-0773	2	0.12 uM	0.079	0.0653277591611274	Cell Painting	spherized	all_data
mk-0812	5	0.12 uM	0.0	0.1036991987640573	Cell Painting	spherized	all_data
mk-0893	5	0.12 uM	0.001	0.0588452231967561	Cell Painting	spherized	all_data
mk-2461	5	0.12 uM	0.0	0.1119276781519046	Cell Painting	spherized	all_data
mk-3207	5	0.12 uM	0.0	0.0660808988601031	Cell Painting	spherized	all_data
mk-8033	5	0.12 uM	0.0	0.0714889282180356	Cell Painting	spherized	all_data
mk-8245	5	0.12 uM	0.06	0.0294382551268604	Cell Painting	spherized	all_data
mln0128	5	0.12 uM	0.0	0.6177704098962977	Cell Painting	spherized	all_data
mln2480	2	0.12 uM	0.905	-0.0520854537674948	Cell Painting	spherized	all_data
mln9708	5	0.12 uM	0.0	0.6088496095207085	Cell Painting	spherized	all_data
moclobemide	5	0.12 uM	0.606	-0.0017136370555164	Cell Painting	spherized	all_data
moxidectin	5	0.12 uM	0.0	0.0857116603554492	Cell Painting	spherized	all_data
moxifloxacin	5	0.12 uM	0.004	0.0491484686498489	Cell Painting	spherized	all_data
moxisylyte	5	0.12 uM	0.0	0.2261924008941951	Cell Painting	spherized	all_data
mozavaptan	5	0.12 uM	0.073	0.0272482000888933	Cell Painting	spherized	all_data
mycophenolic-acid	5	0.12 uM	0.0	0.4619594633228836	Cell Painting	spherized	all_data
nafamostat	5	0.12 uM	0.001	0.0585242739700093	Cell Painting	spherized	all_data
naftopidil	4	0.12 uM	0.001	0.084214998574073	Cell Painting	spherized	all_data
nalbuphine	5	0.12 uM	0.097	0.0247615416281325	Cell Painting	spherized	all_data
naphazoline	5	0.12 uM	0.0	0.0838269845367917	Cell Painting	spherized	all_data
naproxen	5	0.12 uM	0.0	0.1607048818231707	Cell Painting	spherized	all_data
naringenin	5	0.12 uM	0.275	0.0134009248168662	Cell Painting	spherized	all_data
narlaprevir	5	0.12 uM	0.0	0.0636658365760952	Cell Painting	spherized	all_data
nebivolol	5	0.12 uM	0.0	0.0686168578570255	Cell Painting	spherized	all_data
nefiracetam	5	0.12 uM	0.461	0.0048396356619023	Cell Painting	spherized	all_data
nefopam	5	0.12 uM	0.034	0.0342173924054743	Cell Painting	spherized	all_data
nelarabine	5	0.12 uM	0.0	0.0974260008884661	Cell Painting	spherized	all_data
neratinib	5	0.12 uM	0.0	0.3922927813205563	Cell Painting	spherized	all_data
netupitant	5	0.12 uM	0.135	0.0214515526020641	Cell Painting	spherized	all_data
niacin	5	0.12 uM	0.0	0.5066228261089456	Cell Painting	spherized	all_data
nicaraven	5	0.12 uM	0.001	0.0602570712618615	Cell Painting	spherized	all_data
nicardipine	5	0.12 uM	0.012	0.0403768319248084	Cell Painting	spherized	all_data
nicergoline	5	0.12 uM	0.213	0.0164701087225458	Cell Painting	spherized	all_data
nicotinamide	5	0.12 uM	0.303	0.0124734916627784	Cell Painting	spherized	all_data
nicotine	5	0.12 uM	0.038	0.0334206236936033	Cell Painting	spherized	all_data
niguldipine	5	0.12 uM	0.16	0.0201979460089129	Cell Painting	spherized	all_data
nikethamide	5	0.12 uM	0.004	0.049596075063959	Cell Painting	spherized	all_data
nilotinib	5	0.12 uM	0.0	0.084014360993756	Cell Painting	spherized	all_data
nimesulide	5	0.12 uM	0.001	0.0588523952492706	Cell Painting	spherized	all_data
nimodipine	5	0.12 uM	0.0	0.0671409872532722	Cell Painting	spherized	all_data
nintedanib	5	0.12 uM	0.931	-0.0182162931048107	Cell Painting	spherized	all_data
nisoxetine	5	0.12 uM	0.001	0.0614932513908945	Cell Painting	spherized	all_data
nitrendipine	5	0.12 uM	0.059	0.0296108609150541	Cell Painting	spherized	all_data
nizofenone	5	0.12 uM	0.064	0.0287691466890839	Cell Painting	spherized	all_data
nms-1286937	5	0.12 uM	0.0	0.622127187381422	Cell Painting	spherized	all_data
norethindrone	5	0.12 uM	0.0	0.1399113712423683	Cell Painting	spherized	all_data
norethisterone	5	0.12 uM	0.0	0.0956104605090961	Cell Painting	spherized	all_data
norfloxacin	5	0.12 uM	0.005	0.0473129430230763	Cell Painting	spherized	all_data
norgestrel	5	0.12 uM	0.0	0.2506529465826083	Cell Painting	spherized	all_data
nortriptyline	5	0.12 uM	0.097	0.0244949327416409	Cell Painting	spherized	all_data
noscapine	5	0.12 uM	0.0	0.0690521232789563	Cell Painting	spherized	all_data
novobiocin	5	0.12 uM	0.012	0.040317782365328	Cell Painting	spherized	all_data
nsi-189	5	0.12 uM	0.004	0.0498595623252326	Cell Painting	spherized	all_data
nvp-dpp728	5	0.12 uM	0.043	0.0325997852716294	Cell Painting	spherized	all_data
nxy-059	5	0.12 uM	0.055	0.0304805153160834	Cell Painting	spherized	all_data
o6-benzylguanine	5	0.12 uM	0.083	0.0257914946927907	Cell Painting	spherized	all_data
odanacatib	5	0.12 uM	0.008	0.04424608225189	Cell Painting	spherized	all_data
ofloxacin	5	0.12 uM	0.003	0.0514592141112453	Cell Painting	spherized	all_data
oglemilast	5	0.12 uM	0.007	0.0461487118626562	Cell Painting	spherized	all_data
olaparib	4	0.12 uM	0.717	-0.0065725769925428	Cell Painting	spherized	all_data
olmesartan	5	0.12 uM	0.095	0.0248083604621312	Cell Painting	spherized	all_data
omecamtiv-mecarbil	5	0.12 uM	0.001	0.0576071294303918	Cell Painting	spherized	all_data
omeprazole	5	0.12 uM	0.001	0.0622333525339143	Cell Painting	spherized	all_data
ondansetron	5	0.12 uM	0.0	0.1847256281966676	Cell Painting	spherized	all_data
oprozomib	5	0.12 uM	0.0	0.3789102481160286	Cell Painting	spherized	all_data
ore1001	5	0.12 uM	0.0	0.18496173342004	Cell Painting	spherized	all_data
org-9768	2	0.12 uM	0.875	-0.0450524161605681	Cell Painting	spherized	all_data
orlistat	5	0.12 uM	0.04	0.0330959590556862	Cell Painting	spherized	all_data
orphenadrine	5	0.12 uM	0.0	0.0922271871610461	Cell Painting	spherized	all_data
orteronel	4	0.12 uM	0.043	0.0406889922570948	Cell Painting	spherized	all_data
oseltamivir-carboxylate	5	0.12 uM	0.007	0.0451648851445189	Cell Painting	spherized	all_data
ostarine	5	0.12 uM	0.0	0.1452628120531034	Cell Painting	spherized	all_data
otamixaban	5	0.12 uM	0.007	0.0455535792617291	Cell Painting	spherized	all_data
otilonium	5	0.12 uM	0.216	0.0163256704986347	Cell Painting	spherized	all_data
ots167	5	0.12 uM	0.0	0.7638010699657943	Cell Painting	spherized	all_data
oxandrolone	5	0.12 uM	0.0	0.1366873199594844	Cell Painting	spherized	all_data
oxaprozin	5	0.12 uM	0.0	0.0892759499882391	Cell Painting	spherized	all_data
oxatomide	4	0.12 uM	0.002	0.0712987884921474	Cell Painting	spherized	all_data
oxfendazole	5	0.12 uM	0.011	0.0406122850830123	Cell Painting	spherized	all_data
oxiconazole	5	0.12 uM	0.607	-0.0017527638212905	Cell Painting	spherized	all_data
oxiperomide	5	0.12 uM	0.0	0.1132672914273702	Cell Painting	spherized	all_data
oxybenzone	5	0.12 uM	0.001	0.0551737675915723	Cell Painting	spherized	all_data
oxybuprocaine	5	0.12 uM	0.0	0.1306310561365069	Cell Painting	spherized	all_data
oxybutynin	5	0.12 uM	0.001	0.0622230334733433	Cell Painting	spherized	all_data
oxymetazoline	5	0.12 uM	0.0	0.0897713357670134	Cell Painting	spherized	all_data
oxypurinol	5	0.12 uM	0.0	0.0663237760817714	Cell Painting	spherized	all_data
ozagrel	5	0.12 uM	0.036	0.0339268834744686	Cell Painting	spherized	all_data
pa-824	5	0.12 uM	0.0	0.0738673775474045	Cell Painting	spherized	all_data
paclitaxel	5	0.12 uM	0.0	0.5448846010994	Cell Painting	spherized	all_data
palmitoylethanolamide	5	0.12 uM	0.0	0.08789057942061	Cell Painting	spherized	all_data
palomid-529	5	0.12 uM	0.0	0.1081789735201187	Cell Painting	spherized	all_data
palonosetron	5	0.12 uM	0.411	0.0068266198861221	Cell Painting	spherized	all_data
palovarotene	5	0.12 uM	0.0	0.2037832872994186	Cell Painting	spherized	all_data
paracetamol	2	0.12 uM	0.435	0.0118962023552911	Cell Painting	spherized	all_data
paroxetine	2	0.12 uM	0.544	-0.000563703235219	Cell Painting	spherized	all_data
pasireotide	5	0.12 uM	0.0	0.0652147676349762	Cell Painting	spherized	all_data
pazopanib	5	0.12 uM	0.0	0.0743919999977047	Cell Painting	spherized	all_data
pazufloxacin	5	0.12 uM	0.0	0.0685580218407664	Cell Painting	spherized	all_data
pd123319	5	0.12 uM	0.007	0.0456821593971802	Cell Painting	spherized	all_data
pd153035	5	0.12 uM	0.0	0.0801922989778747	Cell Painting	spherized	all_data
pelitinib	5	0.12 uM	0.0	0.1836653950497451	Cell Painting	spherized	all_data
pemirolast	5	0.12 uM	0.311	0.012205024139116	Cell Painting	spherized	all_data
pentamidine	5	0.12 uM	0.004	0.0502693672250225	Cell Painting	spherized	all_data
pentoxifylline	5	0.12 uM	0.024	0.0357044128068399	Cell Painting	spherized	all_data
perhexiline	5	0.12 uM	0.339	0.0109388363080186	Cell Painting	spherized	all_data
pf-02545920	5	0.12 uM	0.0	0.0685911167680996	Cell Painting	spherized	all_data
pf-03758309	5	0.12 uM	0.0	0.6781103366261498	Cell Painting	spherized	all_data
pf-03814735	5	0.12 uM	0.0	0.5683887934618	Cell Painting	spherized	all_data
pf-04136309	5	0.12 uM	0.008	0.0451017198109271	Cell Painting	spherized	all_data
pf-04447943	5	0.12 uM	0.0	0.0714514624174402	Cell Painting	spherized	all_data
pf-04620110	5	0.12 uM	0.41	0.0068507597655635	Cell Painting	spherized	all_data
pf-04691502	5	0.12 uM	0.0	0.2122810594457321	Cell Painting	spherized	all_data
ph-797804	5	0.12 uM	0.0	0.0665892231846487	Cell Painting	spherized	all_data
pha-848125	5	0.12 uM	0.0	0.5102934548337454	Cell Painting	spherized	all_data
phenazone	5	0.12 uM	0.0	0.2852408360771121	Cell Painting	spherized	all_data
phensuximide	5	0.12 uM	0.0	0.1856291455154392	Cell Painting	spherized	all_data
phentermine	5	0.12 uM	0.179	0.0187118333040471	Cell Painting	spherized	all_data
phentolamine	5	0.12 uM	0.001	0.0596312915773901	Cell Painting	spherized	all_data
phenylacetylglutamine	5	0.12 uM	0.001	0.059550272549019	Cell Painting	spherized	all_data
phenylbutazone	5	0.12 uM	0.07	0.0278147467765268	Cell Painting	spherized	all_data
phenylbutyrate	5	0.12 uM	0.03	0.0348649236733113	Cell Painting	spherized	all_data
phenylephrine	5	0.12 uM	0.064	0.0287567556467068	Cell Painting	spherized	all_data
phenytoin	5	0.12 uM	0.0	0.1593744627100765	Cell Painting	spherized	all_data
physostigmine	5	0.12 uM	0.01	0.0414154006507141	Cell Painting	spherized	all_data
pibenzimol	5	0.12 uM	0.0	0.0791909166371261	Cell Painting	spherized	all_data
piclamilast	5	0.12 uM	0.001	0.06034382405487	Cell Painting	spherized	all_data
picolinic-acid	4	0.12 uM	0.004	0.0594989094172473	Cell Painting	spherized	all_data
