compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
colforsin-daproate	3	0.12 uM	0.149	0.0336372048018016	Cell Painting	spherized	subsampled
combretastatin-a-4	3	0.12 uM	0.0	0.430977684567337	Cell Painting	spherized	subsampled
conivaptan	2	0.12 uM	0.77	-0.0234813840659356	Cell Painting	spherized	subsampled
cordycepin	2	0.12 uM	0.186	0.044460061909826	Cell Painting	spherized	subsampled
cp-945,598	3	0.12 uM	0.109	0.0391978537229031	Cell Painting	spherized	subsampled
cpi-1189	3	0.12 uM	0.638	-0.0064440085170955	Cell Painting	spherized	subsampled
cpi-613	2	0.12 uM	0.283	0.0297144487107107	Cell Painting	spherized	subsampled
cromoglicic-acid	3	0.12 uM	0.005	0.0850287853110933	Cell Painting	spherized	subsampled
ct-7758	3	0.12 uM	0.0	0.1710571438128567	Cell Painting	spherized	subsampled
cts-1027	3	0.12 uM	0.0	0.4630513248244675	Cell Painting	spherized	subsampled
curcumin	3	0.12 uM	0.249	0.0248810820548901	Cell Painting	spherized	subsampled
cx-4945	3	0.12 uM	0.325	0.0182164550352051	Cell Painting	spherized	subsampled
cx-5461	3	0.12 uM	0.0	0.1965025510293363	Cell Painting	spherized	subsampled
cx516	3	0.12 uM	0.0	0.0969583570614086	Cell Painting	spherized	subsampled
cyanocobalamin	2	0.12 uM	0.004	0.3186055399220121	Cell Painting	spherized	subsampled
cyclizine	2	0.12 uM	0.254	0.0331063024084109	Cell Painting	spherized	subsampled
cyclobenzaprine	2	0.12 uM	0.861	-0.0389172001856873	Cell Painting	spherized	subsampled
cyclosporin-a	3	0.12 uM	0.0	0.4612857915713551	Cell Painting	spherized	subsampled
cyproheptadine	3	0.12 uM	0.372	0.0137246480275073	Cell Painting	spherized	subsampled
cyproterone-acetate	2	0.12 uM	0.963	-0.0682855701611015	Cell Painting	spherized	subsampled
cytarabine	3	0.12 uM	0.603	-0.0040205859734533	Cell Painting	spherized	subsampled
cytisine	3	0.12 uM	0.0	0.0987419465171361	Cell Painting	spherized	subsampled
d-serine	3	0.12 uM	0.303	0.0207287594339079	Cell Painting	spherized	subsampled
dabigatran-etexilate	3	0.12 uM	0.419	0.0085123032669226	Cell Painting	spherized	subsampled
dabrafenib	3	0.12 uM	0.0	0.2144866369544175	Cell Painting	spherized	subsampled
dacarbazine	2	0.12 uM	0.009	0.1677163155499893	Cell Painting	spherized	subsampled
dacinostat	3	0.12 uM	0.0	0.5229022949612858	Cell Painting	spherized	subsampled
dacomitinib	3	0.12 uM	0.0	0.1788968852647052	Cell Painting	spherized	subsampled
danazol	3	0.12 uM	0.0	0.2073900385438477	Cell Painting	spherized	subsampled
danegaptide	3	0.12 uM	0.618	-0.0054889322893163	Cell Painting	spherized	subsampled
dantrolene	3	0.12 uM	0.795	-0.0195515252084337	Cell Painting	spherized	subsampled
danusertib	3	0.12 uM	0.0	0.263304080084098	Cell Painting	spherized	subsampled
dapagliflozin	3	0.12 uM	0.0	0.0980294286395981	Cell Painting	spherized	subsampled
dapivirine	3	0.12 uM	0.123	0.0369350545026521	Cell Painting	spherized	subsampled
dapsone	3	0.12 uM	0.13	0.0357796990418386	Cell Painting	spherized	subsampled
darifenacin	3	0.12 uM	0.008	0.0817415510602249	Cell Painting	spherized	subsampled
darunavir	3	0.12 uM	0.455	0.0067001160227316	Cell Painting	spherized	subsampled
dasabuvir	3	0.12 uM	0.008	0.0823214054652336	Cell Painting	spherized	subsampled
dasatinib	2	0.12 uM	0.0	0.7490222004287127	Cell Painting	spherized	subsampled
dazoxiben	3	0.12 uM	0.662	-0.0084002438588566	Cell Painting	spherized	subsampled
decitabine	3	0.12 uM	0.0	0.2529692351232148	Cell Painting	spherized	subsampled
defactinib	2	0.12 uM	0.252	0.0336438961070643	Cell Painting	spherized	subsampled
deferasirox	3	0.12 uM	0.0	0.1727262866864605	Cell Painting	spherized	subsampled
deferiprone	3	0.12 uM	0.0	0.1461557309073215	Cell Painting	spherized	subsampled
deforolimus	3	0.12 uM	0.0	0.4989534671013595	Cell Painting	spherized	subsampled
dehydroepiandrosterone	2	0.12 uM	0.012	0.1414506986654804	Cell Painting	spherized	subsampled
delanzomib	3	0.12 uM	0.0	0.7931957853651448	Cell Painting	spherized	subsampled
delivert	2	0.12 uM	0.144	0.0514650486884689	Cell Painting	spherized	subsampled
deoxycholic-acid	3	0.12 uM	0.732	-0.0138779200754427	Cell Painting	spherized	subsampled
dequalinium	3	0.12 uM	0.025	0.0641806606009703	Cell Painting	spherized	subsampled
desmopressin-acetate	2	0.12 uM	0.903	-0.0486919736178544	Cell Painting	spherized	subsampled
dexamethasone	6	0.12 uM	0.0	0.3474340061241179	Cell Painting	spherized	subsampled
dexfenfluramine	3	0.12 uM	0.176	0.0311252317190337	Cell Painting	spherized	subsampled
dexloxiglumide	3	0.12 uM	0.0	0.2431364278483602	Cell Painting	spherized	subsampled
dexniguldipine	2	0.12 uM	0.81	-0.0299775945129899	Cell Painting	spherized	subsampled
dextromethorphan	3	0.12 uM	0.875	-0.0291305494837099	Cell Painting	spherized	subsampled
diacerein	3	0.12 uM	0.743	-0.014881865062997	Cell Painting	spherized	subsampled
diazepam	2	0.12 uM	0.088	0.0666312910801901	Cell Painting	spherized	subsampled
diazoxide	3	0.12 uM	0.0	0.478163048953324	Cell Painting	spherized	subsampled
diclofenac	3	0.12 uM	0.66	-0.0081239516924428	Cell Painting	spherized	subsampled
diclofensine	3	0.12 uM	0.297	0.0211744113225007	Cell Painting	spherized	subsampled
dicloxacillin	3	0.12 uM	0.006	0.0836245579406026	Cell Painting	spherized	subsampled
dicoumarol	3	0.12 uM	0.0	0.1166109288501779	Cell Painting	spherized	subsampled
dideoxyadenosine	3	0.12 uM	0.004	0.0869391222180115	Cell Painting	spherized	subsampled
dienogest	3	0.12 uM	0.239	0.0254189515297629	Cell Painting	spherized	subsampled
diethylcarbamazine	3	0.12 uM	0.629	-0.006122963409642	Cell Painting	spherized	subsampled
diethylstilbestrol	2	0.12 uM	0.11	0.0573100098517224	Cell Painting	spherized	subsampled
diflunisal	3	0.12 uM	0.008	0.0820090455220054	Cell Painting	spherized	subsampled
dihydroergocristine	2	0.12 uM	0.147	0.0510471937732179	Cell Painting	spherized	subsampled
dihydroergotamine	3	0.12 uM	0.009	0.078355375321805	Cell Painting	spherized	subsampled
dilazep	3	0.12 uM	0.027	0.0620076210733533	Cell Painting	spherized	subsampled
diltiazem	3	0.12 uM	0.027	0.0624212539191174	Cell Painting	spherized	subsampled
dimesna	2	0.12 uM	0.007	0.2105438439174815	Cell Painting	spherized	subsampled
dimethyl-fumarate	3	0.12 uM	0.0	0.100524765968411	Cell Painting	spherized	subsampled
diminazene-aceturate	2	0.12 uM	0.154	0.0496331081103642	Cell Painting	spherized	subsampled
dinaciclib	3	0.12 uM	0.0	0.3323821371941631	Cell Painting	spherized	subsampled
dinoprost	3	0.12 uM	0.992	-0.0645724714108725	Cell Painting	spherized	subsampled
diosmin	3	0.12 uM	0.23	0.0265618937590922	Cell Painting	spherized	subsampled
diphenidol	3	0.12 uM	0.531	0.0009345397019531	Cell Painting	spherized	subsampled
dipraglurant	2	0.12 uM	0.084	0.0686805203033514	Cell Painting	spherized	subsampled
dipyridamole	3	0.12 uM	0.022	0.0651777857223619	Cell Painting	spherized	subsampled
disopyramide	3	0.12 uM	0.0	0.1180270598806265	Cell Painting	spherized	subsampled
disulfiram	3	0.12 uM	0.0	0.4736551471305132	Cell Painting	spherized	subsampled
dmp-777	3	0.12 uM	0.175	0.0314639894762217	Cell Painting	spherized	subsampled
docetaxel	3	0.12 uM	0.0	0.3720311853720416	Cell Painting	spherized	subsampled
dofequidar	3	0.12 uM	0.091	0.0422803463935668	Cell Painting	spherized	subsampled
dolutegravir	2	0.12 uM	0.078	0.0702949248011872	Cell Painting	spherized	subsampled
donepezil	2	0.12 uM	0.034	0.0956446316484301	Cell Painting	spherized	subsampled
donitriptan	3	0.12 uM	0.015	0.0702282740652779	Cell Painting	spherized	subsampled
dopamine	2	0.12 uM	0.102	0.0600399169402555	Cell Painting	spherized	subsampled
doramapimod	2	0.12 uM	0.056	0.077915562322414	Cell Painting	spherized	subsampled
dorzolamide	3	0.12 uM	0.483	0.0041663319813304	Cell Painting	spherized	subsampled
doxapram	3	0.12 uM	0.017	0.0684034211183494	Cell Painting	spherized	subsampled
doxazosin	2	0.12 uM	0.138	0.0526220965874124	Cell Painting	spherized	subsampled
doxepin	2	0.12 uM	0.888	-0.0440362963171087	Cell Painting	spherized	subsampled
doxifluridine	2	0.12 uM	0.019	0.120042510229474	Cell Painting	spherized	subsampled
doxofylline	3	0.12 uM	0.375	0.0135595641655302	Cell Painting	spherized	subsampled
doxorubicin	3	0.12 uM	0.0	0.6069935474238184	Cell Painting	spherized	subsampled
doxycycline-hyclate	2	0.12 uM	0.067	0.0746249424098953	Cell Painting	spherized	subsampled
dpcpx	3	0.12 uM	0.319	0.0190616796053928	Cell Painting	spherized	subsampled
dpi-201106	3	0.12 uM	0.106	0.0400148409378117	Cell Painting	spherized	subsampled
dronedarone	3	0.12 uM	0.695	-0.0110732867178268	Cell Painting	spherized	subsampled
droperidol	3	0.12 uM	0.014	0.073925906746329	Cell Painting	spherized	subsampled
drospirenone	3	0.12 uM	0.367	0.0144545930425232	Cell Painting	spherized	subsampled
du-728	3	0.12 uM	0.183	0.0307858051549516	Cell Painting	spherized	subsampled
duloxetine	3	0.12 uM	0.447	0.0072675418283146	Cell Painting	spherized	subsampled
dutasteride	3	0.12 uM	0.012	0.0749123814831874	Cell Painting	spherized	subsampled
e-2012	3	0.12 uM	0.028	0.0594249579383235	Cell Painting	spherized	subsampled
ebselen	3	0.12 uM	0.354	0.0152873387292563	Cell Painting	spherized	subsampled
econazole	3	0.12 uM	0.413	0.0094123199212726	Cell Painting	spherized	subsampled
edoxaban	3	0.12 uM	0.0	0.1932649038420217	Cell Painting	spherized	subsampled
edoxudine	3	0.12 uM	0.044	0.0538997069026906	Cell Painting	spherized	subsampled
efaproxiral	2	0.12 uM	0.271	0.0309622822553433	Cell Painting	spherized	subsampled
efavirenz	2	0.12 uM	0.525	0.0041595862916975	Cell Painting	spherized	subsampled
eflornithine	3	0.12 uM	0.028	0.0601270709656517	Cell Painting	spherized	subsampled
elesclomol	3	0.12 uM	0.259	0.0240973613256688	Cell Painting	spherized	subsampled
ellagic-acid	3	0.12 uM	0.008	0.0810034093123473	Cell Painting	spherized	subsampled
emd-1214063	3	0.12 uM	0.0	0.1088344372856541	Cell Painting	spherized	subsampled
emd-53998	3	0.12 uM	0.53	0.0010205356616312	Cell Painting	spherized	subsampled
emedastine	2	0.12 uM	0.474	0.0096365744156343	Cell Painting	spherized	subsampled
emtricitabine	3	0.12 uM	0.046	0.0523989769646609	Cell Painting	spherized	subsampled
enalapril	3	0.12 uM	0.113	0.0383461136642588	Cell Painting	spherized	subsampled
enoxacin	2	0.12 uM	0.056	0.0771328446521845	Cell Painting	spherized	subsampled
entecavir	2	0.12 uM	0.67	-0.0123360229790065	Cell Painting	spherized	subsampled
entinostat	3	0.12 uM	0.0	0.348569936834496	Cell Painting	spherized	subsampled
enzalutamide	3	0.12 uM	0.0	0.1559289027914728	Cell Painting	spherized	subsampled
enzastaurin	2	0.12 uM	0.007	0.199375147055119	Cell Painting	spherized	subsampled
eperezolid	3	0.12 uM	0.152	0.0331229922102908	Cell Painting	spherized	subsampled
epinastine	3	0.12 uM	0.009	0.0783269350746815	Cell Painting	spherized	subsampled
epinephrine	3	0.12 uM	0.419	0.0085930043748419	Cell Painting	spherized	subsampled
epirizole	2	0.12 uM	0.426	0.0133247569964997	Cell Painting	spherized	subsampled
epirubicin	3	0.12 uM	0.0	0.7356634256391185	Cell Painting	spherized	subsampled
epitiostanol	4	0.12 uM	0.0	0.259062969008178	Cell Painting	spherized	subsampled
epothilone-b	3	0.12 uM	0.0	0.4188782469019547	Cell Painting	spherized	subsampled
equol	3	0.12 uM	0.0	0.1362799934550392	Cell Painting	spherized	subsampled
ercalcitriol	3	0.12 uM	0.286	0.0222530617514492	Cell Painting	spherized	subsampled
erlotinib	3	0.12 uM	0.0	0.1699962862691079	Cell Painting	spherized	subsampled
erteberel	3	0.12 uM	0.386	0.0128598732389668	Cell Painting	spherized	subsampled
erythromycin	6	0.12 uM	0.722	-0.0044520228438228	Cell Painting	spherized	subsampled
escitalopram	3	0.12 uM	0.344	0.0161134120019864	Cell Painting	spherized	subsampled
esmolol	3	0.12 uM	0.422	0.0084739305576827	Cell Painting	spherized	subsampled
estramustine	3	0.12 uM	0.049	0.0514262342957644	Cell Painting	spherized	subsampled
estramustine-phosphate	4	0.12 uM	0.0	0.0787727407970242	Cell Painting	spherized	subsampled
estriol	3	0.12 uM	0.003	0.0905751804017756	Cell Painting	spherized	subsampled
estrone	2	0.12 uM	0.089	0.0656165903155914	Cell Painting	spherized	subsampled
etacrynic-acid	3	0.12 uM	0.261	0.024007265079475	Cell Painting	spherized	subsampled
etanidazole	2	0.12 uM	0.026	0.1036674987922313	Cell Painting	spherized	subsampled
etazolate	3	0.12 uM	0.209	0.028853329911278	Cell Painting	spherized	subsampled
ethinyl-estradiol	3	0.12 uM	0.7	-0.0115056646969087	Cell Painting	spherized	subsampled
ethylenediaminetetraacetic-acid	3	0.12 uM	0.0	0.1753602354776791	Cell Painting	spherized	subsampled
etizolam	3	0.12 uM	0.916	-0.0377230161185305	Cell Painting	spherized	subsampled
etodolac	3	0.12 uM	0.591	-0.0028362934975863	Cell Painting	spherized	subsampled
etofylline-clofibrate	3	0.12 uM	0.495	0.0032807241754526	Cell Painting	spherized	subsampled
etomidate	3	0.12 uM	0.027	0.0621980215100358	Cell Painting	spherized	subsampled
etomoxir	3	0.12 uM	0.046	0.0518976443868912	Cell Painting	spherized	subsampled
etoposide	3	0.12 uM	0.0	0.566259889822026	Cell Painting	spherized	subsampled
etoricoxib	3	0.12 uM	0.273	0.0229336988511181	Cell Painting	spherized	subsampled
etravirine	3	0.12 uM	0.083	0.0449255892671634	Cell Painting	spherized	subsampled
eugenol	3	0.12 uM	0.081	0.0450364723532998	Cell Painting	spherized	subsampled
everolimus	2	0.12 uM	0.006	0.2661702803145687	Cell Painting	spherized	subsampled
evp-6124	3	0.12 uM	0.306	0.0203859483015461	Cell Painting	spherized	subsampled
exalamide	3	0.12 uM	0.041	0.0552721811484437	Cell Painting	spherized	subsampled
exemestane	2	0.12 uM	0.03	0.099998215921849	Cell Painting	spherized	subsampled
exherin	2	0.12 uM	0.32	0.0259302431659789	Cell Painting	spherized	subsampled
fadrozole	3	0.12 uM	0.916	-0.0375615405717091	Cell Painting	spherized	subsampled
famciclovir	3	0.12 uM	0.046	0.0525453386638406	Cell Painting	spherized	subsampled
famotidine	3	0.12 uM	0.002	0.091667074546127	Cell Painting	spherized	subsampled
faropenem	3	0.12 uM	0.001	0.0955335761396839	Cell Painting	spherized	subsampled
fasudil	2	0.12 uM	0.911	-0.0508396163670408	Cell Painting	spherized	subsampled
favipiravir	3	0.12 uM	0.0	0.1118092059699206	Cell Painting	spherized	subsampled
fdcyd	3	0.12 uM	0.0	0.6986717320523506	Cell Painting	spherized	subsampled
febuxostat	2	0.12 uM	0.039	0.0915642511297597	Cell Painting	spherized	subsampled
felbinac	3	0.12 uM	0.366	0.0145100800963025	Cell Painting	spherized	subsampled
felodipine	3	0.12 uM	0.237	0.0257482051039144	Cell Painting	spherized	subsampled
fenobam	2	0.12 uM	0.431	0.0126572990981794	Cell Painting	spherized	subsampled
fenoterol	3	0.12 uM	0.055	0.0500550026965935	Cell Painting	spherized	subsampled
fenticonazole	3	0.12 uM	0.472	0.0049654188420362	Cell Painting	spherized	subsampled
fexofenadine	3	0.12 uM	0.0	0.1593930370483482	Cell Painting	spherized	subsampled
fiacitabine	3	0.12 uM	0.018	0.0663522568402787	Cell Painting	spherized	subsampled
fidarestat	3	0.12 uM	0.975	-0.0534425648558722	Cell Painting	spherized	subsampled
fidaxomicin	2	0.12 uM	0.504	0.0062536180462875	Cell Painting	spherized	subsampled
filgotinib	3	0.12 uM	0.004	0.0872383973339496	Cell Painting	spherized	subsampled
finasteride	3	0.12 uM	0.014	0.0718663899232334	Cell Painting	spherized	subsampled
fipronil	2	0.12 uM	0.161	0.0473316689777671	Cell Painting	spherized	subsampled
firategrast	3	0.12 uM	0.087	0.0429201545916074	Cell Painting	spherized	subsampled
flavoxate	2	0.12 uM	0.137	0.0531700149119164	Cell Painting	spherized	subsampled
flecainide	3	0.12 uM	0.028	0.0594025943757194	Cell Painting	spherized	subsampled
floxuridine	3	0.12 uM	0.0	0.8201792928577205	Cell Painting	spherized	subsampled
fluconazole	3	0.12 uM	0.0	0.1611987699165536	Cell Painting	spherized	subsampled
fludarabine-phosphate	3	0.12 uM	0.0	0.1273719992680611	Cell Painting	spherized	subsampled
fludroxycortide	3	0.12 uM	0.0	0.5826344432035104	Cell Painting	spherized	subsampled
flumatinib	3	0.12 uM	0.0	0.1710767022609949	Cell Painting	spherized	subsampled
flumazenil	3	0.12 uM	0.392	0.0117347031288494	Cell Painting	spherized	subsampled
fluocinonide	3	0.12 uM	0.0	0.6848570023521597	Cell Painting	spherized	subsampled
fluorometholone	2	0.12 uM	0.0	0.7104437273982669	Cell Painting	spherized	subsampled
fluorouracil	3	0.12 uM	0.315	0.0195401076302399	Cell Painting	spherized	subsampled
fluoxetine	3	0.12 uM	0.065	0.0484268638763819	Cell Painting	spherized	subsampled
fluphenazine	3	0.12 uM	0.0	0.0995570229380776	Cell Painting	spherized	subsampled
fluspirilene	2	0.12 uM	0.093	0.0633938624562567	Cell Painting	spherized	subsampled
flutamide	2	0.12 uM	0.026	0.1034983626694201	Cell Painting	spherized	subsampled
fluticasone	3	0.12 uM	0.0	0.5259488938709567	Cell Painting	spherized	subsampled
flutrimazole	3	0.12 uM	0.0	0.1056775580529246	Cell Painting	spherized	subsampled
fluvoxamine	3	0.12 uM	0.005	0.0848729836378842	Cell Painting	spherized	subsampled
folic-acid	3	0.12 uM	0.008	0.0829821493421734	Cell Painting	spherized	subsampled
fomepizole	3	0.12 uM	0.176	0.0311537415311338	Cell Painting	spherized	subsampled
fomocaine	3	0.12 uM	0.046	0.0532350418427918	Cell Painting	spherized	subsampled
foretinib	4	0.12 uM	0.0	0.6504730775788421	Cell Painting	spherized	subsampled
formestane	3	0.12 uM	0.0	0.226465893992243	Cell Painting	spherized	subsampled
formoterol	2	0.12 uM	0.824	-0.0321065444900474	Cell Painting	spherized	subsampled
forskolin	3	0.12 uM	0.316	0.0194481450835211	Cell Painting	spherized	subsampled
fosfomycin	2	0.12 uM	0.073	0.0718508793905326	Cell Painting	spherized	subsampled
fostamatinib	3	0.12 uM	0.329	0.0175495203909108	Cell Painting	spherized	subsampled
fpl-62064	3	0.12 uM	0.0	0.1377756737941129	Cell Painting	spherized	subsampled
ftorafur	3	0.12 uM	0.137	0.0350172637324075	Cell Painting	spherized	subsampled
fulvestrant	4	0.12 uM	0.0	0.0777446827881332	Cell Painting	spherized	subsampled
fusidic-acid	3	0.12 uM	0.213	0.0280234802471542	Cell Painting	spherized	subsampled
gabapentin	3	0.12 uM	0.0	0.4761113894538753	Cell Painting	spherized	subsampled
galeterone	3	0.12 uM	0.159	0.0321599514915523	Cell Painting	spherized	subsampled
ganaxolone	3	0.12 uM	0.213	0.0281471655906399	Cell Painting	spherized	subsampled
gatifloxacin	3	0.12 uM	0.13	0.0359138267969771	Cell Painting	spherized	subsampled
gdc-0068	2	0.12 uM	0.312	0.0271100049714438	Cell Painting	spherized	subsampled
gdc-0152	3	0.12 uM	0.0	0.1081385341907416	Cell Painting	spherized	subsampled
gdc-0199	3	0.12 uM	0.027	0.062201893156171	Cell Painting	spherized	subsampled
gdc-0834	3	0.12 uM	0.833	-0.0231836066939897	Cell Painting	spherized	subsampled
gefitinib	3	0.12 uM	0.129	0.03622877861145	Cell Painting	spherized	subsampled
gemcitabine	3	0.12 uM	0.0	0.7336711576770993	Cell Painting	spherized	subsampled
gemfibrozil	3	0.12 uM	0.0	0.1219031033093067	Cell Painting	spherized	subsampled
gemifloxacin	2	0.12 uM	0.829	-0.0327995094946664	Cell Painting	spherized	subsampled
genz-644282	3	0.12 uM	0.0	0.5603021310310493	Cell Painting	spherized	subsampled
gestrinone	3	0.12 uM	0.03	0.0589267587473088	Cell Painting	spherized	subsampled
gimeracil	3	0.12 uM	0.073	0.0462643543518201	Cell Painting	spherized	subsampled
ginkgolide-b	3	0.12 uM	0.725	-0.0133679848858956	Cell Painting	spherized	subsampled
glasdegib	3	0.12 uM	0.343	0.0162161605823604	Cell Painting	spherized	subsampled
gliclazide	3	0.12 uM	0.001	0.0939749754608318	Cell Painting	spherized	subsampled
glimepiride	3	0.12 uM	0.155	0.0330133609235276	Cell Painting	spherized	subsampled
glipizide	3	0.12 uM	0.614	-0.0049784006590532	Cell Painting	spherized	subsampled
gliquidone	3	0.12 uM	0.084	0.043876909306455	Cell Painting	spherized	subsampled
glycitein	3	0.12 uM	0.428	0.0079724801784368	Cell Painting	spherized	subsampled
glycopyrrolate	3	0.12 uM	0.0	0.138847744186301	Cell Painting	spherized	subsampled
golvatinib	3	0.12 uM	0.142	0.0346706210403258	Cell Painting	spherized	subsampled
goserelin-acetate	3	0.12 uM	0.011	0.0756209341250858	Cell Painting	spherized	subsampled
granisetron	2	0.12 uM	0.089	0.0660057910997188	Cell Painting	spherized	subsampled
grazoprevir	3	0.12 uM	0.373	0.0136769579610087	Cell Painting	spherized	subsampled
griseofulvin	3	0.12 uM	0.38	0.0132489458251933	Cell Painting	spherized	subsampled
gsk1292263	2	0.12 uM	0.033	0.0967008446468949	Cell Painting	spherized	subsampled
gsk2110183	3	0.12 uM	0.0	0.2066587156364667	Cell Painting	spherized	subsampled
gsk256066	2	0.12 uM	0.81	-0.0300099315568831	Cell Painting	spherized	subsampled
gsk2636771	2	0.12 uM	0.057	0.0767756467985444	Cell Painting	spherized	subsampled
guanabenz	3	0.12 uM	0.015	0.071231925300881	Cell Painting	spherized	subsampled
guanadrel	3	0.12 uM	0.046	0.0531867743878702	Cell Painting	spherized	subsampled
guanethidine	2	0.12 uM	0.076	0.0707281842948914	Cell Painting	spherized	subsampled
gw842166	3	0.12 uM	0.329	0.0176794609792233	Cell Painting	spherized	subsampled
halcinonide	3	0.12 uM	0.0	0.2900063556913386	Cell Painting	spherized	subsampled
haloperidol	3	0.12 uM	0.0	0.1406364083802818	Cell Painting	spherized	subsampled
hc-030031	3	0.12 uM	0.084	0.0441257946984539	Cell Painting	spherized	subsampled
hesperidin	3	0.12 uM	0.678	-0.0088738778114504	Cell Painting	spherized	subsampled
hexachlorophene	3	0.12 uM	0.0	0.1977988591981001	Cell Painting	spherized	subsampled
histamine	4	0.12 uM	0.0	0.0742576562607617	Cell Painting	spherized	subsampled
homochlorcyclizine	3	0.12 uM	0.001	0.0938200686186236	Cell Painting	spherized	subsampled
homoharringtonine	2	0.12 uM	0.0	0.6680063286395032	Cell Painting	spherized	subsampled
honokiol	3	0.12 uM	0.0	0.1589521082852922	Cell Painting	spherized	subsampled
hydrocortisone	2	0.12 uM	0.011	0.143515270341462	Cell Painting	spherized	subsampled
hydroxyurea	3	0.12 uM	0.142	0.0344925616324899	Cell Painting	spherized	subsampled
hymecromone	2	0.12 uM	0.158	0.0482160000774454	Cell Painting	spherized	subsampled
hypericin	3	0.12 uM	0.011	0.0759981688702601	Cell Painting	spherized	subsampled
i-bet-762	2	0.12 uM	0.007	0.2116326458284005	Cell Painting	spherized	subsampled
ib-meca	3	0.12 uM	0.691	-0.0106806936649145	Cell Painting	spherized	subsampled
ibrutinib	3	0.12 uM	0.0	0.28144070771503	Cell Painting	spherized	subsampled
ibudilast	3	0.12 uM	0.0	0.1259887842035792	Cell Painting	spherized	subsampled
ibuprofen	3	0.12 uM	0.027	0.0624702715126659	Cell Painting	spherized	subsampled
ibutamoren	3	0.12 uM	0.348	0.0156378219584546	Cell Painting	spherized	subsampled
ici-162846	3	0.12 uM	0.142	0.0344978097748136	Cell Painting	spherized	subsampled
ici-185,282	3	0.12 uM	0.129	0.036177382723831	Cell Painting	spherized	subsampled
ici-192605	3	0.12 uM	0.012	0.0750836405311992	Cell Painting	spherized	subsampled
idalopirdine	3	0.12 uM	0.041	0.0550421338683711	Cell Painting	spherized	subsampled
idelalisib	3	0.12 uM	0.754	-0.0157644386823953	Cell Painting	spherized	subsampled
idoxuridin	3	0.12 uM	0.223	0.0269618891822326	Cell Painting	spherized	subsampled
ifosfamide	3	0.12 uM	0.003	0.0901931188354851	Cell Painting	spherized	subsampled
iguratimod	2	0.12 uM	0.919	-0.0531767470482003	Cell Painting	spherized	subsampled
ilomastat	3	0.12 uM	0.147	0.0341845099616139	Cell Painting	spherized	subsampled
imatinib	3	0.12 uM	0.113	0.0383070869345914	Cell Painting	spherized	subsampled
imexon	3	0.12 uM	0.008	0.0795276053636633	Cell Painting	spherized	subsampled
imiloxan	3	0.12 uM	0.127	0.0366399674597857	Cell Painting	spherized	subsampled
imipramine	2	0.12 uM	0.616	-0.0049968410035326	Cell Painting	spherized	subsampled
imiquimod	2	0.12 uM	0.617	-0.0051352460902552	Cell Painting	spherized	subsampled
indacaterol	3	0.12 uM	0.348	0.0155568359633513	Cell Painting	spherized	subsampled
indapamide	3	0.12 uM	0.293	0.021476702036444	Cell Painting	spherized	subsampled
indibulin	3	0.12 uM	0.0	0.1417320890406644	Cell Painting	spherized	subsampled
indinavir	3	0.12 uM	0.008	0.0819401082250939	Cell Painting	spherized	subsampled
indiplon	3	0.12 uM	0.333	0.0172652480462925	Cell Painting	spherized	subsampled
indirubin	2	0.12 uM	0.021	0.1152425478812425	Cell Painting	spherized	subsampled
indobufen	3	0.12 uM	0.342	0.0165209761464938	Cell Painting	spherized	subsampled
indole	4	0.12 uM	0.0	0.0868972869588894	Cell Painting	spherized	subsampled
indoprofen	2	0.12 uM	0.174	0.0458319855624712	Cell Painting	spherized	subsampled
indoramin	2	0.12 uM	0.662	-0.011723835784691	Cell Painting	spherized	subsampled
ingenol-mebutate	3	0.12 uM	0.0	0.7558612492037942	Cell Painting	spherized	subsampled
iniparib	3	0.12 uM	0.012	0.0752429022334343	Cell Painting	spherized	subsampled
inosine	3	0.12 uM	0.073	0.0462387541218288	Cell Painting	spherized	subsampled
inositol	3	0.12 uM	0.026	0.0627227919891546	Cell Painting	spherized	subsampled
iowh032	3	0.12 uM	0.707	-0.0124458584723542	Cell Painting	spherized	subsampled
ipratropium	2	0.12 uM	0.32	0.0258658584457301	Cell Painting	spherized	subsampled
ipriflavone	3	0.12 uM	0.234	0.0260480742262221	Cell Painting	spherized	subsampled
irinotecan	3	0.12 uM	0.0	0.1413070011049384	Cell Painting	spherized	subsampled
isbufylline	3	0.12 uM	0.38	0.0132104717020423	Cell Painting	spherized	subsampled
isoconazole	3	0.12 uM	0.53	0.0009976447294853	Cell Painting	spherized	subsampled
isofloxythepin	3	0.12 uM	0.024	0.064414453279559	Cell Painting	spherized	subsampled
isosorbide	3	0.12 uM	0.392	0.0120087054884033	Cell Painting	spherized	subsampled
isradipine	2	0.12 uM	0.178	0.0452849604661751	Cell Painting	spherized	subsampled
istaroxime	2	0.12 uM	0.281	0.0299035447316241	Cell Painting	spherized	subsampled
itopride	3	0.12 uM	0.447	0.0071373982102144	Cell Painting	spherized	subsampled
ivabradine	3	0.12 uM	0.259	0.0240589631273784	Cell Painting	spherized	subsampled
ivacaftor	3	0.12 uM	0.003	0.0900811858604378	Cell Painting	spherized	subsampled
ivermectin	3	0.12 uM	0.0	0.1118969839901818	Cell Painting	spherized	subsampled
ixabepilone	3	0.12 uM	0.0	0.3409144087319106	Cell Painting	spherized	subsampled
