compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
dapsone	3	0.04 uM	0.082	0.0441262602452071	Cell Painting	spherized	subsampled
darifenacin	3	0.04 uM	0.054	0.0502134216966645	Cell Painting	spherized	subsampled
darunavir	3	0.04 uM	0.021	0.0630995298376312	Cell Painting	spherized	subsampled
dasabuvir	3	0.04 uM	0.25	0.0226022013878828	Cell Painting	spherized	subsampled
dasatinib	2	0.04 uM	0.002	0.3125458242319345	Cell Painting	spherized	subsampled
dazoxiben	3	0.04 uM	0.01	0.0678085243852241	Cell Painting	spherized	subsampled
decitabine	3	0.04 uM	0.0	0.2721264996521019	Cell Painting	spherized	subsampled
defactinib	2	0.04 uM	0.66	-0.0132093289356575	Cell Painting	spherized	subsampled
deferasirox	3	0.04 uM	0.0	0.2155471740141167	Cell Painting	spherized	subsampled
deferiprone	3	0.04 uM	0.245	0.0228511098540646	Cell Painting	spherized	subsampled
deforolimus	3	0.04 uM	0.0	0.4519147578131146	Cell Painting	spherized	subsampled
dehydroepiandrosterone	2	0.04 uM	0.508	0.0037336819850001	Cell Painting	spherized	subsampled
delanzomib	3	0.04 uM	0.0	0.2692355083956007	Cell Painting	spherized	subsampled
delivert	2	0.04 uM	0.574	-0.0025909888774201	Cell Painting	spherized	subsampled
deoxycholic-acid	3	0.04 uM	0.362	0.0133808023334382	Cell Painting	spherized	subsampled
dequalinium	3	0.04 uM	0.021	0.0612213376253811	Cell Painting	spherized	subsampled
desmopressin-acetate	2	0.04 uM	0.124	0.0571581200226799	Cell Painting	spherized	subsampled
dexamethasone	6	0.04 uM	0.0	0.4088648637858775	Cell Painting	spherized	subsampled
dexfenfluramine	3	0.04 uM	0.07	0.0466318721813963	Cell Painting	spherized	subsampled
dexloxiglumide	3	0.04 uM	0.597	-0.0026132814219805	Cell Painting	spherized	subsampled
dexniguldipine	2	0.04 uM	0.329	0.0251748585341767	Cell Painting	spherized	subsampled
dextromethorphan	3	0.04 uM	0.0	0.0914858669691824	Cell Painting	spherized	subsampled
diacerein	3	0.04 uM	0.367	0.012905748016596	Cell Painting	spherized	subsampled
diazepam	2	0.04 uM	0.044	0.0870521934757445	Cell Painting	spherized	subsampled
diazoxide	3	0.04 uM	0.0	0.6432641475361581	Cell Painting	spherized	subsampled
diclofenac	3	0.04 uM	0.608	-0.0034629054485476	Cell Painting	spherized	subsampled
diclofensine	3	0.04 uM	0.0	0.0916887756727454	Cell Painting	spherized	subsampled
dicloxacillin	3	0.04 uM	0.091	0.0421058846600161	Cell Painting	spherized	subsampled
dicoumarol	3	0.04 uM	0.0	0.1711540333720583	Cell Painting	spherized	subsampled
dideoxyadenosine	3	0.04 uM	0.0	0.1026691089029434	Cell Painting	spherized	subsampled
dienogest	3	0.04 uM	0.186	0.0282701772880448	Cell Painting	spherized	subsampled
diethylcarbamazine	3	0.04 uM	0.101	0.0396763999897223	Cell Painting	spherized	subsampled
diethylstilbestrol	2	0.04 uM	0.795	-0.0283842730027324	Cell Painting	spherized	subsampled
diflunisal	3	0.04 uM	0.815	-0.0218993775776341	Cell Painting	spherized	subsampled
dihydroergocristine	2	0.04 uM	0.63	-0.0103625362732073	Cell Painting	spherized	subsampled
dihydroergotamine	3	0.04 uM	0.0	0.1695368224115549	Cell Painting	spherized	subsampled
dilazep	3	0.04 uM	0.0	0.1456845581611115	Cell Painting	spherized	subsampled
diltiazem	3	0.04 uM	0.073	0.0460316032348114	Cell Painting	spherized	subsampled
dimesna	2	0.04 uM	0.015	0.1182751553476168	Cell Painting	spherized	subsampled
dimethyl-fumarate	3	0.04 uM	0.065	0.0478498818809052	Cell Painting	spherized	subsampled
diminazene-aceturate	2	0.04 uM	0.193	0.0440919421607638	Cell Painting	spherized	subsampled
dinaciclib	3	0.04 uM	0.0	0.3823186150111969	Cell Painting	spherized	subsampled
dinoprost	3	0.04 uM	0.292	0.018974405109281	Cell Painting	spherized	subsampled
diosmin	3	0.04 uM	0.934	-0.0386457106767598	Cell Painting	spherized	subsampled
diphenidol	3	0.04 uM	0.437	0.0075023561861765	Cell Painting	spherized	subsampled
dipraglurant	2	0.04 uM	0.977	-0.0730558623897748	Cell Painting	spherized	subsampled
dipyridamole	3	0.04 uM	0.574	-0.0010993751317803	Cell Painting	spherized	subsampled
disopyramide	3	0.04 uM	0.0	0.2642489275113207	Cell Painting	spherized	subsampled
disulfiram	3	0.04 uM	0.0	0.1761636680783017	Cell Painting	spherized	subsampled
dmp-777	3	0.04 uM	0.37	0.0126484029645102	Cell Painting	spherized	subsampled
docetaxel	3	0.04 uM	0.0	0.7225696710101116	Cell Painting	spherized	subsampled
dofequidar	3	0.04 uM	0.0	0.0951762352618526	Cell Painting	spherized	subsampled
dolutegravir	2	0.04 uM	0.072	0.074912831210123	Cell Painting	spherized	subsampled
donepezil	2	0.04 uM	0.114	0.0603951337895804	Cell Painting	spherized	subsampled
donitriptan	3	0.04 uM	0.004	0.0763508600458223	Cell Painting	spherized	subsampled
dopamine	2	0.04 uM	0.129	0.0566012238399771	Cell Painting	spherized	subsampled
doramapimod	2	0.04 uM	0.047	0.0867483706284713	Cell Painting	spherized	subsampled
dorzolamide	3	0.04 uM	0.021	0.0606705214581898	Cell Painting	spherized	subsampled
doxapram	3	0.04 uM	0.301	0.0180740138146761	Cell Painting	spherized	subsampled
doxazosin	2	0.04 uM	0.013	0.1205150617899004	Cell Painting	spherized	subsampled
doxepin	2	0.04 uM	0.023	0.1080362798418965	Cell Painting	spherized	subsampled
doxifluridine	2	0.04 uM	0.278	0.0314194910518304	Cell Painting	spherized	subsampled
doxofylline	3	0.04 uM	0.107	0.0386802416149167	Cell Painting	spherized	subsampled
doxorubicin	3	0.04 uM	0.0	0.4636802408336197	Cell Painting	spherized	subsampled
doxycycline-hyclate	2	0.04 uM	0.102	0.0643158893337982	Cell Painting	spherized	subsampled
dpcpx	3	0.04 uM	0.043	0.0521801969736117	Cell Painting	spherized	subsampled
dpi-201106	3	0.04 uM	0.425	0.0087057390692574	Cell Painting	spherized	subsampled
dronedarone	3	0.04 uM	0.549	0.0005793707514406	Cell Painting	spherized	subsampled
droperidol	3	0.04 uM	0.456	0.0063248885045204	Cell Painting	spherized	subsampled
drospirenone	3	0.04 uM	0.982	-0.0559847203098356	Cell Painting	spherized	subsampled
du-728	3	0.04 uM	0.387	0.0114208915277082	Cell Painting	spherized	subsampled
duloxetine	3	0.04 uM	0.234	0.0237223511536145	Cell Painting	spherized	subsampled
dutasteride	3	0.04 uM	0.837	-0.0244237649582808	Cell Painting	spherized	subsampled
e-2012	3	0.04 uM	0.225	0.0247369016150035	Cell Painting	spherized	subsampled
ebselen	3	0.04 uM	0.004	0.074222994584013	Cell Painting	spherized	subsampled
econazole	3	0.04 uM	0.0	0.0851918110776058	Cell Painting	spherized	subsampled
edoxaban	3	0.04 uM	0.0	0.0916719316703011	Cell Painting	spherized	subsampled
edoxudine	3	0.04 uM	0.073	0.0459739846877579	Cell Painting	spherized	subsampled
efaproxiral	2	0.04 uM	0.961	-0.0651587724971638	Cell Painting	spherized	subsampled
efavirenz	2	0.04 uM	0.505	0.0044427560320498	Cell Painting	spherized	subsampled
eflornithine	3	0.04 uM	0.043	0.0523646491220918	Cell Painting	spherized	subsampled
elesclomol	3	0.04 uM	0.0	0.1537338405403762	Cell Painting	spherized	subsampled
ellagic-acid	3	0.04 uM	0.0	0.0875817051436383	Cell Painting	spherized	subsampled
emd-1214063	3	0.04 uM	0.172	0.0297877423432676	Cell Painting	spherized	subsampled
emd-53998	3	0.04 uM	0.058	0.0491385026591385	Cell Painting	spherized	subsampled
emedastine	2	0.04 uM	0.009	0.1331292118666862	Cell Painting	spherized	subsampled
emtricitabine	3	0.04 uM	0.0	0.0900605945173482	Cell Painting	spherized	subsampled
enalapril	3	0.04 uM	0.212	0.0259214320849884	Cell Painting	spherized	subsampled
enoxacin	2	0.04 uM	0.322	0.0262991873015462	Cell Painting	spherized	subsampled
entecavir	2	0.04 uM	0.255	0.0345384274836764	Cell Painting	spherized	subsampled
entinostat	3	0.04 uM	0.004	0.0741670016541418	Cell Painting	spherized	subsampled
enzalutamide	3	0.04 uM	0.393	0.010875883787989	Cell Painting	spherized	subsampled
enzastaurin	2	0.04 uM	0.211	0.0404404499792493	Cell Painting	spherized	subsampled
eperezolid	3	0.04 uM	0.16	0.030698732486945	Cell Painting	spherized	subsampled
epinastine	3	0.04 uM	0.317	0.016246545697883	Cell Painting	spherized	subsampled
epinephrine	3	0.04 uM	0.745	-0.014565529220429	Cell Painting	spherized	subsampled
epirizole	2	0.04 uM	0.547	-0.0001677174376525	Cell Painting	spherized	subsampled
epirubicin	3	0.04 uM	0.0	0.6263932759371593	Cell Painting	spherized	subsampled
epitiostanol	4	0.04 uM	0.0	0.184109482449544	Cell Painting	spherized	subsampled
epothilone-b	3	0.04 uM	0.0	0.4649680964035493	Cell Painting	spherized	subsampled
equol	3	0.04 uM	0.139	0.0336204789639848	Cell Painting	spherized	subsampled
ercalcitriol	3	0.04 uM	0.043	0.0526085165176794	Cell Painting	spherized	subsampled
erlotinib	3	0.04 uM	0.089	0.0430660412457968	Cell Painting	spherized	subsampled
erteberel	3	0.04 uM	0.137	0.0342587097079723	Cell Painting	spherized	subsampled
erythromycin	6	0.04 uM	0.091	0.0245005792618689	Cell Painting	spherized	subsampled
escitalopram	3	0.04 uM	0.0	0.1350278452136522	Cell Painting	spherized	subsampled
esmolol	3	0.04 uM	0.99	-0.0605009736757936	Cell Painting	spherized	subsampled
estramustine	3	0.04 uM	0.126	0.0360583795444366	Cell Painting	spherized	subsampled
estramustine-phosphate	4	0.04 uM	0.028	0.0468056975517245	Cell Painting	spherized	subsampled
estriol	3	0.04 uM	0.0	0.1096363696325508	Cell Painting	spherized	subsampled
estrone	2	0.04 uM	0.619	-0.0089522241339379	Cell Painting	spherized	subsampled
etacrynic-acid	3	0.04 uM	0.795	-0.0195590957199899	Cell Painting	spherized	subsampled
etanidazole	2	0.04 uM	0.118	0.0591030661820842	Cell Painting	spherized	subsampled
etazolate	3	0.04 uM	0.036	0.0566219593937149	Cell Painting	spherized	subsampled
ethinyl-estradiol	3	0.04 uM	0.0	0.1396825545279466	Cell Painting	spherized	subsampled
ethylenediaminetetraacetic-acid	3	0.04 uM	0.0	0.0852135002453364	Cell Painting	spherized	subsampled
etizolam	3	0.04 uM	0.032	0.0586437458513815	Cell Painting	spherized	subsampled
etodolac	3	0.04 uM	0.0	0.1131943530995924	Cell Painting	spherized	subsampled
etofylline-clofibrate	3	0.04 uM	0.024	0.0600861194931975	Cell Painting	spherized	subsampled
etomidate	3	0.04 uM	0.372	0.0124320820851042	Cell Painting	spherized	subsampled
etomoxir	3	0.04 uM	0.368	0.0128551892953048	Cell Painting	spherized	subsampled
etoposide	3	0.04 uM	0.0	0.3466727605454389	Cell Painting	spherized	subsampled
etoricoxib	3	0.04 uM	0.43	0.0078115096454507	Cell Painting	spherized	subsampled
etravirine	3	0.04 uM	0.0	0.0906989932980876	Cell Painting	spherized	subsampled
eugenol	3	0.04 uM	0.16	0.0308487975139376	Cell Painting	spherized	subsampled
everolimus	2	0.04 uM	0.002	0.2819010003380152	Cell Painting	spherized	subsampled
evp-6124	3	0.04 uM	0.049	0.0513488765136277	Cell Painting	spherized	subsampled
exalamide	3	0.04 uM	0.46	0.0059213925202287	Cell Painting	spherized	subsampled
exemestane	2	0.04 uM	0.005	0.2281496790362327	Cell Painting	spherized	subsampled
exherin	2	0.04 uM	0.592	-0.0052983291498436	Cell Painting	spherized	subsampled
fadrozole	3	0.04 uM	0.576	-0.0013576450518885	Cell Painting	spherized	subsampled
famciclovir	3	0.04 uM	0.003	0.0777743304419447	Cell Painting	spherized	subsampled
famotidine	3	0.04 uM	0.0	0.1015317021856283	Cell Painting	spherized	subsampled
faropenem	3	0.04 uM	0.0	0.1067773238952552	Cell Painting	spherized	subsampled
fasudil	2	0.04 uM	0.006	0.1616476701528823	Cell Painting	spherized	subsampled
favipiravir	3	0.04 uM	0.474	0.0051157135079029	Cell Painting	spherized	subsampled
fdcyd	3	0.04 uM	0.0	0.8060880319982509	Cell Painting	spherized	subsampled
febuxostat	2	0.04 uM	0.137	0.0544198754617586	Cell Painting	spherized	subsampled
felbinac	3	0.04 uM	0.139	0.0336252467674509	Cell Painting	spherized	subsampled
felodipine	3	0.04 uM	0.976	-0.0531039461493237	Cell Painting	spherized	subsampled
fenobam	2	0.04 uM	0.313	0.0278725832899028	Cell Painting	spherized	subsampled
fenoterol	3	0.04 uM	0.191	0.027657692956917	Cell Painting	spherized	subsampled
fenticonazole	3	0.04 uM	0.745	-0.0144119389125878	Cell Painting	spherized	subsampled
fexofenadine	3	0.04 uM	0.131	0.0351824667237686	Cell Painting	spherized	subsampled
fiacitabine	3	0.04 uM	0.0	0.1635267297543336	Cell Painting	spherized	subsampled
fidarestat	3	0.04 uM	0.358	0.0135225124735241	Cell Painting	spherized	subsampled
fidaxomicin	2	0.04 uM	0.031	0.0970472526621291	Cell Painting	spherized	subsampled
filgotinib	3	0.04 uM	0.0	0.151216561981675	Cell Painting	spherized	subsampled
finasteride	3	0.04 uM	0.066	0.047553202264302	Cell Painting	spherized	subsampled
fipronil	2	0.04 uM	0.101	0.0644928622133533	Cell Painting	spherized	subsampled
firategrast	3	0.04 uM	0.877	-0.0293035109828132	Cell Painting	spherized	subsampled
flavoxate	2	0.04 uM	0.071	0.0763939747036137	Cell Painting	spherized	subsampled
flecainide	3	0.04 uM	0.014	0.0659316149566862	Cell Painting	spherized	subsampled
floxuridine	3	0.04 uM	0.0	0.5906876221158501	Cell Painting	spherized	subsampled
fluconazole	3	0.04 uM	0.0	0.1123567114366062	Cell Painting	spherized	subsampled
fludarabine-phosphate	3	0.04 uM	0.003	0.0804731945635657	Cell Painting	spherized	subsampled
fludroxycortide	3	0.04 uM	0.0	0.3921473557575698	Cell Painting	spherized	subsampled
flumatinib	3	0.04 uM	0.0	0.1517384206713992	Cell Painting	spherized	subsampled
flumazenil	3	0.04 uM	0.0	0.0869274458669721	Cell Painting	spherized	subsampled
fluocinonide	3	0.04 uM	0.0	0.2153711088860107	Cell Painting	spherized	subsampled
fluorometholone	2	0.04 uM	0.0	0.7085079723855375	Cell Painting	spherized	subsampled
fluorouracil	3	0.04 uM	0.292	0.0190170969265278	Cell Painting	spherized	subsampled
fluoxetine	3	0.04 uM	0.0	0.1090873934020708	Cell Painting	spherized	subsampled
fluphenazine	3	0.04 uM	0.232	0.0238644030200096	Cell Painting	spherized	subsampled
fluspirilene	2	0.04 uM	0.05	0.0854130737140252	Cell Painting	spherized	subsampled
flutamide	2	0.04 uM	0.084	0.0694225043285657	Cell Painting	spherized	subsampled
fluticasone	3	0.04 uM	0.0	0.2681541275124602	Cell Painting	spherized	subsampled
flutrimazole	3	0.04 uM	0.28	0.0204777944446131	Cell Painting	spherized	subsampled
fluvoxamine	3	0.04 uM	0.2	0.0266258873217395	Cell Painting	spherized	subsampled
folic-acid	3	0.04 uM	0.0	0.175857528382807	Cell Painting	spherized	subsampled
fomepizole	3	0.04 uM	0.02	0.0634598325424612	Cell Painting	spherized	subsampled
fomocaine	3	0.04 uM	0.043	0.052453316893368	Cell Painting	spherized	subsampled
foretinib	4	0.04 uM	0.0	0.7370644986307686	Cell Painting	spherized	subsampled
formestane	3	0.04 uM	0.0	0.1977286033960206	Cell Painting	spherized	subsampled
formoterol	2	0.04 uM	0.209	0.0408434510295896	Cell Painting	spherized	subsampled
forskolin	3	0.04 uM	0.844	-0.0247919579498725	Cell Painting	spherized	subsampled
fosfomycin	2	0.04 uM	0.496	0.0065956324433075	Cell Painting	spherized	subsampled
fostamatinib	3	0.04 uM	0.0	0.1941734052795193	Cell Painting	spherized	subsampled
fpl-62064	3	0.04 uM	0.289	0.0193121995128266	Cell Painting	spherized	subsampled
ftorafur	3	0.04 uM	0.356	0.0137721028337856	Cell Painting	spherized	subsampled
fulvestrant	4	0.04 uM	0.007	0.0628769996097273	Cell Painting	spherized	subsampled
fusidic-acid	3	0.04 uM	0.586	-0.001999400993742	Cell Painting	spherized	subsampled
gabapentin	3	0.04 uM	0.0	0.3365924837865185	Cell Painting	spherized	subsampled
galeterone	3	0.04 uM	0.007	0.0706926271696675	Cell Painting	spherized	subsampled
ganaxolone	3	0.04 uM	0.126	0.0360670154349592	Cell Painting	spherized	subsampled
gatifloxacin	3	0.04 uM	0.032	0.0583785779555999	Cell Painting	spherized	subsampled
gdc-0068	2	0.04 uM	0.66	-0.0131580507060287	Cell Painting	spherized	subsampled
gdc-0152	3	0.04 uM	0.0	0.1814372605756762	Cell Painting	spherized	subsampled
gdc-0199	3	0.04 uM	0.009	0.069299243952081	Cell Painting	spherized	subsampled
gdc-0834	3	0.04 uM	0.01	0.0683551226445239	Cell Painting	spherized	subsampled
gefitinib	3	0.04 uM	0.092	0.0420614243797488	Cell Painting	spherized	subsampled
gemcitabine	3	0.04 uM	0.0	0.476835823527058	Cell Painting	spherized	subsampled
gemfibrozil	3	0.04 uM	0.0	0.121605123882116	Cell Painting	spherized	subsampled
gemifloxacin	2	0.04 uM	0.911	-0.0484567394522418	Cell Painting	spherized	subsampled
genz-644282	3	0.04 uM	0.0	0.7521634718574032	Cell Painting	spherized	subsampled
gestrinone	3	0.04 uM	0.0	0.1129527502944312	Cell Painting	spherized	subsampled
gimeracil	3	0.04 uM	0.137	0.03448390414146	Cell Painting	spherized	subsampled
ginkgolide-b	3	0.04 uM	0.905	-0.0340924928482078	Cell Painting	spherized	subsampled
glasdegib	3	0.04 uM	0.195	0.0272879574449703	Cell Painting	spherized	subsampled
gliclazide	3	0.04 uM	0.107	0.0387546898240935	Cell Painting	spherized	subsampled
glimepiride	3	0.04 uM	0.007	0.07145811213567	Cell Painting	spherized	subsampled
glipizide	3	0.04 uM	0.007	0.0711684428207343	Cell Painting	spherized	subsampled
gliquidone	3	0.04 uM	0.0	0.0919897916069925	Cell Painting	spherized	subsampled
glycitein	3	0.04 uM	0.085	0.0434464114073393	Cell Painting	spherized	subsampled
glycopyrrolate	3	0.04 uM	0.003	0.0807517188973736	Cell Painting	spherized	subsampled
golvatinib	3	0.04 uM	0.347	0.0143481189333678	Cell Painting	spherized	subsampled
goserelin-acetate	3	0.04 uM	0.126	0.0359670487022421	Cell Painting	spherized	subsampled
granisetron	2	0.04 uM	0.488	0.0073947247880322	Cell Painting	spherized	subsampled
grazoprevir	3	0.04 uM	0.063	0.0483922121227006	Cell Painting	spherized	subsampled
griseofulvin	3	0.04 uM	0.0	0.0939287393944992	Cell Painting	spherized	subsampled
gsk1292263	2	0.04 uM	0.664	-0.0142042323434272	Cell Painting	spherized	subsampled
gsk2110183	3	0.04 uM	0.386	0.0115021000470261	Cell Painting	spherized	subsampled
gsk256066	2	0.04 uM	0.042	0.0886351311123357	Cell Painting	spherized	subsampled
gsk2636771	2	0.04 uM	0.029	0.1015624948654107	Cell Painting	spherized	subsampled
guanabenz	3	0.04 uM	0.036	0.0570055710601527	Cell Painting	spherized	subsampled
guanadrel	3	0.04 uM	0.571	-0.0008036190663752	Cell Painting	spherized	subsampled
guanethidine	2	0.04 uM	0.814	-0.0301463649759393	Cell Painting	spherized	subsampled
gw842166	3	0.04 uM	0.0	0.1426794074258705	Cell Painting	spherized	subsampled
halcinonide	3	0.04 uM	0.0	0.5250227823422491	Cell Painting	spherized	subsampled
haloperidol	3	0.04 uM	0.0	0.2144198788122309	Cell Painting	spherized	subsampled
hc-030031	3	0.04 uM	0.248	0.0226512255513788	Cell Painting	spherized	subsampled
hesperidin	3	0.04 uM	0.01	0.0690151068729266	Cell Painting	spherized	subsampled
hexachlorophene	3	0.04 uM	0.0	0.2597239688657645	Cell Painting	spherized	subsampled
histamine	4	0.04 uM	0.079	0.0356173939008381	Cell Painting	spherized	subsampled
homochlorcyclizine	3	0.04 uM	0.0	0.0929472986732019	Cell Painting	spherized	subsampled
homoharringtonine	2	0.04 uM	0.0	0.4840803933218324	Cell Painting	spherized	subsampled
honokiol	3	0.04 uM	0.025	0.0597244755317604	Cell Painting	spherized	subsampled
hydrocortisone	2	0.04 uM	0.0	0.5954227871771324	Cell Painting	spherized	subsampled
hydroxyurea	3	0.04 uM	0.426	0.0085310404879559	Cell Painting	spherized	subsampled
hymecromone	2	0.04 uM	0.005	0.1891037328293443	Cell Painting	spherized	subsampled
hypericin	3	0.04 uM	0.0	0.1194534372407727	Cell Painting	spherized	subsampled
i-bet-762	2	0.04 uM	0.006	0.1475414872599265	Cell Painting	spherized	subsampled
ib-meca	3	0.04 uM	0.766	-0.016214256813453	Cell Painting	spherized	subsampled
ibrutinib	3	0.04 uM	0.0	0.2565308409204379	Cell Painting	spherized	subsampled
ibudilast	3	0.04 uM	0.033	0.0580624676469351	Cell Painting	spherized	subsampled
ibuprofen	3	0.04 uM	0.0	0.0906601679435651	Cell Painting	spherized	subsampled
ibutamoren	3	0.04 uM	0.269	0.0212036323951856	Cell Painting	spherized	subsampled
ici-162846	3	0.04 uM	0.007	0.0712257898007705	Cell Painting	spherized	subsampled
ici-185,282	3	0.04 uM	0.925	-0.0363862050205684	Cell Painting	spherized	subsampled
ici-192605	3	0.04 uM	0.0	0.423698467938274	Cell Painting	spherized	subsampled
